,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Item,Item Name,Resource Location,Creative Only,OP Only,Commands Only,Max Stack,Renewable,Infinitely Automatically Farmable,,Has a Direct Block Form,Has a Direct Entity Form,Durability,Fuel Time,XP From Cooking,Enchantability,Mining Speed Multiplier,Mining Level,Melee Attack Damage,Melee Attack Speed,Defence,Toughness,Knockback Resistance,Wearable,Edible,Can be Eaten with Full Hunger,Hunger Filled,Saturation Filled,Fire Resistant,Blast Resistant,Lures Entites When Held,Unique Dispenser Interaction,Can be Used in an Enchanting Table,Sold by Villagers,Sold to Villagers,Sold by Wandering Traders,Can Have Enchantments,Used In Crafting,Obtainable From Crafting,Can Repair Gear,Can Be Cooked,,,Obtainable From Cooking,"Has A Unique ""Use"" Function",Rarity,,,,Seperate Item Icon,Has Data Components,
,Painting (Prairie Ride),"painting[entity_data={id:""minecraft:painting"",variant:""minecraft:prairie_ride""}]",TRUE,FALSE,FALSE,64,FALSE,FALSE,FALSE,FALSE,TRUE,N/A,N/A,N/A,N/A,1,0,1,4,N/A,N/A,N/A,FALSE,FALSE,FALSE,N/A,N/A,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,829
,Painting (Wanderer),"painting[entity_data={id:""minecraft:painting"",variant:""minecraft:wanderer""}]",TRUE,FALSE,FALSE,64,FALSE,FALSE,FALSE,FALSE,TRUE,N/A,N/A,N/A,N/A,1,0,1,4,N/A,N/A,N/A,FALSE,FALSE,FALSE,N/A,N/A,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,830
,Painting (Bonjour Monsieur Courbet),"painting[entity_data={id:""minecraft:painting"",variant:""minecraft:courbet""}]",TRUE,FALSE,FALSE,64,FALSE,FALSE,FALSE,FALSE,TRUE,N/A,N/A,N/A,N/A,1,0,1,4,N/A,N/A,N/A,FALSE,FALSE,FALSE,N/A,N/A,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,831
,Painting (Creebet),"painting[entity_data={id:""minecraft:painting"",variant:""minecraft:creebet""}]",TRUE,FALSE,FALSE,64,FALSE,FALSE,FALSE,FALSE,TRUE,N/A,N/A,N/A,N/A,1,0,1,4,N/A,N/A,N/A,FALSE,FALSE,FALSE,N/A,N/A,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,832
,Painting (Seaside),"painting[entity_data={id:""minecraft:painting"",variant:""minecraft:sea""}]",TRUE,FALSE,FALSE,64,FALSE,FALSE,FALSE,FALSE,TRUE,N/A,N/A,N/A,N/A,1,0,1,4,N/A,N/A,N/A,FALSE,FALSE,FALSE,N/A,N/A,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,833
,Painting (sunset_dense),"painting[entity_data={id:""minecraft:painting"",variant:""minecraft:sunset""}]",TRUE,FALSE,FALSE,64,FALSE,FALSE,FALSE,FALSE,TRUE,N/A,N/A,N/A,N/A,1,0,1,4,N/A,N/A,N/A,FALSE,FALSE,FALSE,N/A,N/A,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,834
,Painting (The Pool),"painting[entity_data={id:""minecraft:painting"",variant:""minecraft:pool""}]",TRUE,FALSE,FALSE,64,FALSE,FALSE,FALSE,FALSE,TRUE,N/A,N/A,N/A,N/A,1,0,1,4,N/A,N/A,N/A,FALSE,FALSE,FALSE,N/A,N/A,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,835
,Painting (Baroque),"painting[entity_data={id:""minecraft:painting"",variant:""minecraft:baroque""}]",TRUE,FALSE,FALSE,64,FALSE,FALSE,FALSE,FALSE,TRUE,N/A,N/A,N/A,N/A,1,0,1,4,N/A,N/A,N/A,FALSE,FALSE,FALSE,N/A,N/A,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,836
,Painting (Bust),"painting[entity_data={id:""minecraft:painting"",variant:""minecraft:bust""}]",TRUE,FALSE,FALSE,64,FALSE,FALSE,FALSE,FALSE,TRUE,N/A,N/A,N/A,N/A,1,0,1,4,N/A,N/A,N/A,FALSE,FALSE,FALSE,N/A,N/A,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,837
,Painting (Earth),"painting[entity_data={id:""minecraft:painting"",variant:""minecraft:earth""}]",TRUE,TRUE,FALSE,64,FALSE,FALSE,FALSE,FALSE,TRUE,N/A,N/A,N/A,N/A,1,0,1,4,N/A,N/A,N/A,FALSE,FALSE,FALSE,N/A,N/A,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,838
,Painting (Fire),"painting[entity_data={id:""minecraft:painting"",variant:""minecraft:fire""}]",TRUE,TRUE,FALSE,64,FALSE,FALSE,FALSE,FALSE,TRUE,N/A,N/A,N/A,N/A,1,0,1,4,N/A,N/A,N/A,FALSE,FALSE,FALSE,N/A,N/A,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,839
,Painting (Humble),"painting[entity_data={id:""minecraft:painting"",variant:""minecraft:humble""}]",TRUE,FALSE,FALSE,64,FALSE,FALSE,FALSE,FALSE,TRUE,N/A,N/A,N/A,N/A,1,0,1,4,N/A,N/A,N/A,FALSE,FALSE,FALSE,N/A,N/A,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,840
,Painting (Match),"painting[entity_data={id:""minecraft:painting"",variant:""minecraft:match""}]",TRUE,FALSE,FALSE,64,FALSE,FALSE,FALSE,FALSE,TRUE,N/A,N/A,N/A,N/A,1,0,1,4,N/A,N/A,N/A,FALSE,FALSE,FALSE,N/A,N/A,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,841
,Painting (Skull and Roses),"painting[entity_data={id:""minecraft:painting"",variant:""minecraft:skull_and_roses""}]",TRUE,FALSE,FALSE,64,FALSE,FALSE,FALSE,FALSE,TRUE,N/A,N/A,N/A,N/A,1,0,1,4,N/A,N/A,N/A,FALSE,FALSE,FALSE,N/A,N/A,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,842
,Painting (The Stage Is Set),"painting[entity_data={id:""minecraft:painting"",variant:""minecraft:stage""}]",TRUE,FALSE,FALSE,64,FALSE,FALSE,FALSE,FALSE,TRUE,N/A,N/A,N/A,N/A,1,0,1,4,N/A,N/A,N/A,FALSE,FALSE,FALSE,N/A,N/A,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,843
,Painting (The void),"painting[entity_data={id:""minecraft:painting"",variant:""minecraft:void""}]",TRUE,FALSE,FALSE,64,FALSE,FALSE,FALSE,FALSE,TRUE,N/A,N/A,N/A,N/A,1,0,1,4,N/A,N/A,N/A,FALSE,FALSE,FALSE,N/A,N/A,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,844
,Painting (Water),"painting[entity_data={id:""minecraft:painting"",variant:""minecraft:water""}]",TRUE,TRUE,FALSE,64,FALSE,FALSE,FALSE,FALSE,TRUE,N/A,N/A,N/A,N/A,1,0,1,4,N/A,N/A,N/A,FALSE,FALSE,FALSE,N/A,N/A,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,845
,Painting (Wind),"painting[entity_data={id:""minecraft:painting"",variant:""minecraft:wind""}]",TRUE,TRUE,FALSE,64,FALSE,FALSE,FALSE,FALSE,TRUE,N/A,N/A,N/A,N/A,1,0,1,4,N/A,N/A,N/A,FALSE,FALSE,FALSE,N/A,N/A,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,846
,Painting (Wither),"painting[entity_data={id:""minecraft:painting"",variant:""minecraft:wither""}]",TRUE,FALSE,FALSE,64,FALSE,FALSE,FALSE,FALSE,TRUE,N/A,N/A,N/A,N/A,1,0,1,4,N/A,N/A,N/A,FALSE,FALSE,FALSE,N/A,N/A,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,847
,Painting (Bouquet),"painting[entity_data={id:""minecraft:painting"",variant:""minecraft:bouquet""}]",TRUE,FALSE,FALSE,64,FALSE,FALSE,FALSE,FALSE,TRUE,N/A,N/A,N/A,N/A,1,0,1,4,N/A,N/A,N/A,FALSE,FALSE,FALSE,N/A,N/A,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,848
,Painting (Cavebird),"painting[entity_data={id:""minecraft:painting"",variant:""minecraft:cavebird""}]",TRUE,FALSE,FALSE,64,FALSE,FALSE,FALSE,FALSE,TRUE,N/A,N/A,N/A,N/A,1,0,1,4,N/A,N/A,N/A,FALSE,FALSE,FALSE,N/A,N/A,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,849
,Painting (Cotán),"painting[entity_data={id:""minecraft:painting"",variant:""minecraft:cotan""}]",TRUE,FALSE,FALSE,64,FALSE,FALSE,FALSE,FALSE,TRUE,N/A,N/A,N/A,N/A,1,0,1,4,N/A,N/A,N/A,FALSE,FALSE,FALSE,N/A,N/A,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,850
,Painting (Endboss),"painting[entity_data={id:""minecraft:painting"",variant:""minecraft:endboss""}]",TRUE,FALSE,FALSE,64,FALSE,FALSE,FALSE,FALSE,TRUE,N/A,N/A,N/A,N/A,1,0,1,4,N/A,N/A,N/A,FALSE,FALSE,FALSE,N/A,N/A,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,851
,Painting (Fern),"painting[entity_data={id:""minecraft:painting"",variant:""minecraft:fern""}]",TRUE,FALSE,FALSE,64,FALSE,FALSE,FALSE,FALSE,TRUE,N/A,N/A,N/A,N/A,1,0,1,4,N/A,N/A,N/A,FALSE,FALSE,FALSE,N/A,N/A,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,852
,Painting (Owlemons),"painting[entity_data={id:""minecraft:painting"",variant:""minecraft:owlemons""}]",TRUE,FALSE,FALSE,64,FALSE,FALSE,FALSE,FALSE,TRUE,N/A,N/A,N/A,N/A,1,0,1,4,N/A,N/A,N/A,FALSE,FALSE,FALSE,N/A,N/A,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,853
,Painting (Sunflowers),"painting[entity_data={id:""minecraft:painting"",variant:""minecraft:sunflowers""}]",TRUE,FALSE,FALSE,64,FALSE,FALSE,FALSE,FALSE,TRUE,N/A,N/A,N/A,N/A,1,0,1,4,N/A,N/A,N/A,FALSE,FALSE,FALSE,N/A,N/A,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,854
,Painting (Tides),"painting[entity_data={id:""minecraft:painting"",variant:""minecraft:tides""}]",TRUE,FALSE,FALSE,64,FALSE,FALSE,FALSE,FALSE,TRUE,N/A,N/A,N/A,N/A,1,0,1,4,N/A,N/A,N/A,FALSE,FALSE,FALSE,N/A,N/A,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,855
,Painting (Backyard),"painting[entity_data={id:""minecraft:painting"",variant:""minecraft:backyard""}]",TRUE,FALSE,FALSE,64,FALSE,FALSE,FALSE,FALSE,TRUE,N/A,N/A,N/A,N/A,1,0,1,4,N/A,N/A,N/A,FALSE,FALSE,FALSE,N/A,N/A,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,856
,Painting (Pond),"painting[entity_data={id:""minecraft:painting"",variant:""minecraft:pond""}]",TRUE,FALSE,FALSE,64,FALSE,FALSE,FALSE,FALSE,TRUE,N/A,N/A,N/A,N/A,1,0,1,4,N/A,N/A,N/A,FALSE,FALSE,FALSE,N/A,N/A,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,857
,Painting (Changing),"painting[entity_data={id:""minecraft:painting"",variant:""minecraft:changing""}]",TRUE,FALSE,FALSE,64,FALSE,FALSE,FALSE,FALSE,TRUE,N/A,N/A,N/A,N/A,1,0,1,4,N/A,N/A,N/A,FALSE,FALSE,FALSE,N/A,N/A,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,858
,Painting (Fighters),"painting[entity_data={id:""minecraft:painting"",variant:""minecraft:fighters""}]",TRUE,FALSE,FALSE,64,FALSE,FALSE,FALSE,FALSE,TRUE,N/A,N/A,N/A,N/A,1,0,1,4,N/A,N/A,N/A,FALSE,FALSE,FALSE,N/A,N/A,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,859
,Painting (Finding),"painting[entity_data={id:""minecraft:painting"",variant:""minecraft:finding""}]",TRUE,FALSE,FALSE,64,FALSE,FALSE,FALSE,FALSE,TRUE,N/A,N/A,N/A,N/A,1,0,1,4,N/A,N/A,N/A,FALSE,FALSE,FALSE,N/A,N/A,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,860
,Painting (Lowmist),"painting[entity_data={id:""minecraft:painting"",variant:""minecraft:lowmist""}]",TRUE,FALSE,FALSE,64,FALSE,FALSE,FALSE,FALSE,TRUE,N/A,N/A,N/A,N/A,1,0,1,4,N/A,N/A,N/A,FALSE,FALSE,FALSE,N/A,N/A,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,861
,Painting (Passage),"painting[entity_data={id:""minecraft:painting"",variant:""minecraft:passage""}]",TRUE,FALSE,FALSE,64,FALSE,FALSE,FALSE,FALSE,TRUE,N/A,N/A,N/A,N/A,1,0,1,4,N/A,N/A,N/A,FALSE,FALSE,FALSE,N/A,N/A,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,862
,Painting (Kong),"painting[entity_data={id:""minecraft:painting"",variant:""minecraft:donkey_kong""}]",TRUE,FALSE,FALSE,64,FALSE,FALSE,FALSE,FALSE,TRUE,N/A,N/A,N/A,N/A,1,0,1,4,N/A,N/A,N/A,FALSE,FALSE,FALSE,N/A,N/A,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,863
,Painting (Mortal Coil),"painting[entity_data={id:""minecraft:painting"",variant:""minecraft:skeleton""}]",TRUE,FALSE,FALSE,64,FALSE,FALSE,FALSE,FALSE,TRUE,N/A,N/A,N/A,N/A,1,0,1,4,N/A,N/A,N/A,FALSE,FALSE,FALSE,N/A,N/A,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,864
,Painting (Orb),"painting[entity_data={id:""minecraft:painting"",variant:""minecraft:orb""}]",TRUE,FALSE,FALSE,64,FALSE,FALSE,FALSE,FALSE,TRUE,N/A,N/A,N/A,N/A,1,0,1,4,N/A,N/A,N/A,FALSE,FALSE,FALSE,N/A,N/A,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,865
,Painting (Pigscene),"painting[entity_data={id:""minecraft:painting"",variant:""minecraft:pigscene""}]",TRUE,FALSE,FALSE,64,FALSE,FALSE,FALSE,FALSE,TRUE,N/A,N/A,N/A,N/A,1,0,1,4,N/A,N/A,N/A,FALSE,FALSE,FALSE,N/A,N/A,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,866
,Painting (Pointer),"painting[entity_data={id:""minecraft:painting"",variant:""minecraft:pointer""}]",TRUE,FALSE,FALSE,64,FALSE,FALSE,FALSE,FALSE,TRUE,N/A,N/A,N/A,N/A,1,0,1,4,N/A,N/A,N/A,FALSE,FALSE,FALSE,N/A,N/A,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,867
,Painting (Skull On Fire),"painting[entity_data={id:""minecraft:painting"",variant:""minecraft:burning_skull""}]",TRUE,FALSE,FALSE,64,FALSE,FALSE,FALSE,FALSE,TRUE,N/A,N/A,N/A,N/A,1,0,1,4,N/A,N/A,N/A,FALSE,FALSE,FALSE,N/A,N/A,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,868
,Painting (Unpacked),"painting[entity_data={id:""minecraft:painting"",variant:""minecraft:unpacked""}]",TRUE,FALSE,FALSE,64,FALSE,FALSE,FALSE,FALSE,TRUE,N/A,N/A,N/A,N/A,1,0,1,4,N/A,N/A,N/A,FALSE,FALSE,FALSE,N/A,N/A,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,869
,Item Frame,item_frame,FALSE,FALSE,FALSE,64,TRUE,TRUE,FALSE,FALSE,TRUE,N/A,N/A,N/A,N/A,1,0,1,4,N/A,N/A,N/A,FALSE,FALSE,FALSE,N/A,N/A,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,870
,Glow Item Frame,glow_item_frame,FALSE,FALSE,FALSE,64,TRUE,TRUE,FALSE,FALSE,TRUE,N/A,N/A,N/A,N/A,1,0,1,4,N/A,N/A,N/A,FALSE,FALSE,FALSE,N/A,N/A,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,871
,Ladder,ladder,FALSE,FALSE,FALSE,64,TRUE,TRUE,FALSE,TRUE,FALSE,N/A,15,N/A,N/A,1,0,1,4,N/A,N/A,N/A,FALSE,FALSE,FALSE,N/A,N/A,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,872
,Scaffolding,scaffolding,FALSE,FALSE,FALSE,64,TRUE,TRUE,FALSE,TRUE,FALSE,N/A,2.5,N/A,N/A,1,0,1,4,N/A,N/A,N/A,FALSE,FALSE,FALSE,N/A,N/A,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,873
,Iron Bars,iron_bars,FALSE,FALSE,FALSE,64,TRUE,TRUE,FALSE,TRUE,FALSE,N/A,N/A,N/A,N/A,1,0,1,4,N/A,N/A,N/A,FALSE,FALSE,FALSE,N/A,N/A,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,874
,Chain,chain,FALSE,FALSE,FALSE,64,TRUE,TRUE,FALSE,TRUE,FALSE,N/A,N/A,N/A,N/A,1,0,1,4,N/A,N/A,N/A,FALSE,FALSE,FALSE,N/A,N/A,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,875
,Cobweb,cobweb,FALSE,FALSE,FALSE,64,TRUE,TRUE,TRUE,TRUE,FALSE,N/A,N/A,N/A,N/A,1,0,1,4,N/A,N/A,N/A,FALSE,FALSE,FALSE,N/A,N/A,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,876
,End Crystal,end_crystal,FALSE,FALSE,FALSE,64,TRUE,FALSE,FALSE,FALSE,TRUE,N/A,N/A,N/A,N/A,1,0,1,4,N/A,N/A,N/A,FALSE,FALSE,FALSE,N/A,N/A,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,877
,Nether Star,nether_star,FALSE,FALSE,FALSE,64,TRUE,TRUE,TRUE,FALSE,FALSE,N/A,N/A,N/A,N/A,1,0,1,4,N/A,N/A,N/A,FALSE,FALSE,FALSE,N/A,N/A,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,878
,Beacon,beacon,FALSE,FALSE,FALSE,64,TRUE,FALSE,FALSE,TRUE,FALSE,N/A,N/A,N/A,N/A,1,0,1,4,N/A,N/A,N/A,FALSE,FALSE,FALSE,N/A,N/A,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,879
,Nautilus Shell,nautlius_shell,FALSE,FALSE,FALSE,64,TRUE,TRUE,FALSE,FALSE,FALSE,N/A,N/A,N/A,N/A,1,0,1,4,N/A,N/A,N/A,FALSE,FALSE,FALSE,N/A,N/A,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,880
