,,,,,,,,,
Block,Block Name,Blast Resistance,Hardness,Mining Tool,Can Suffocate,Obeys Gravity,Flammable,Catches Fire From Lava,Can Change Block State
,Yellow Wall Banner,1,1,Axe,FALSE,FALSE,FALSE,TRUE,TRUE
,Lime Wall Banner,1,1,Axe,FALSE,FALSE,FALSE,TRUE,TRUE
,Green Wall Banner,1,1,Axe,FALSE,FALSE,FALSE,TRUE,TRUE
,Cyan Wall Banner,1,1,Axe,FALSE,FALSE,FALSE,TRUE,TRUE
,Light Blue Wall Banner,1,1,Axe,FALSE,FALSE,FALSE,TRUE,TRUE
,Blue Wall Banner,1,1,Axe,FALSE,FALSE,FALSE,TRUE,TRUE
,Purple Wall Banner,1,1,Axe,FALSE,FALSE,FALSE,TRUE,TRUE
,Magenta Wall Banner,1,1,Axe,FALSE,FALSE,FALSE,TRUE,TRUE
,Pink Wall Banner,1,1,Axe,FALSE,FALSE,FALSE,TRUE,TRUE
,White Bed,0.2,0.2,None,FALSE,FALSE,FALSE,TRUE,TRUE
,Light Gray Bed,0.2,0.2,None,FALSE,FALSE,FALSE,TRUE,TRUE
,Gray Bed,0.2,0.2,None,FALSE,FALSE,FALSE,TRUE,TRUE
,Black Bed,0.2,0.2,None,FALSE,FALSE,FALSE,TRUE,TRUE
,Brown Bed,0.2,0.2,None,FALSE,FALSE,FALSE,TRUE,TRUE
,Red Bed,0.2,0.2,None,FALSE,FALSE,FALSE,TRUE,TRUE
,Orange Bed,0.2,0.2,None,FALSE,FALSE,FALSE,TRUE,TRUE
,Yellow Bed,0.2,0.2,None,FALSE,FALSE,FALSE,TRUE,TRUE
,Lime Bed,0.2,0.2,None,FALSE,FALSE,FALSE,TRUE,TRUE
,Green Bed,0.2,0.2,None,FALSE,FALSE,FALSE,TRUE,TRUE
,Cyan Bed,0.2,0.2,None,FALSE,FALSE,FALSE,TRUE,TRUE
,Light Blue Bed,0.2,0.2,None,FALSE,FALSE,FALSE,TRUE,TRUE
,Blue Bed,0.2,0.2,None,FALSE,FALSE,FALSE,TRUE,TRUE
,Purple Bed,0.2,0.2,None,FALSE,FALSE,FALSE,TRUE,TRUE
,Magenta Bed,0.2,0.2,None,FALSE,FALSE,FALSE,TRUE,TRUE
,Pink Bed,0.2,0.2,None,FALSE,FALSE,FALSE,TRUE,TRUE
,White Concrete Powder,0.5,0.5,Shovel,TRUE,TRUE,FALSE,FALSE,FALSE
,Light Gray Concrete Powder,0.5,0.5,Shovel,TRUE,TRUE,FALSE,FALSE,FALSE
,Gray Concrete Powder,0.5,0.5,Shovel,TRUE,TRUE,FALSE,FALSE,FALSE
,Black Concrete Powder,0.5,0.5,Shovel,TRUE,TRUE,FALSE,FALSE,FALSE
,Brown Concrete Powder,0.5,0.5,Shovel,TRUE,TRUE,FALSE,FALSE,FALSE
,Red Concrete Powder,0.5,0.5,Shovel,TRUE,TRUE,FALSE,FALSE,FALSE
,Orange Concrete Powder,0.5,0.5,Shovel,TRUE,TRUE,FALSE,FALSE,FALSE
,Yellow Concrete Powder,0.5,0.5,Shovel,TRUE,TRUE,FALSE,FALSE,FALSE
,Lime Concrete Powder,0.5,0.5,Shovel,TRUE,TRUE,FALSE,FALSE,FALSE
,Green Concrete Powder,0.5,0.5,Shovel,TRUE,TRUE,FALSE,FALSE,FALSE
,Cyan Concrete Powder,0.5,0.5,Shovel,TRUE,TRUE,FALSE,FALSE,FALSE
,Light Blue Concrete Powder,0.5,0.5,Shovel,TRUE,TRUE,FALSE,FALSE,FALSE
,Blue Concrete Powder,0.5,0.5,Shovel,TRUE,TRUE,FALSE,FALSE,FALSE
,Purple Concrete Powder,0.5,0.5,Shovel,TRUE,TRUE,FALSE,FALSE,FALSE
,Magenta Concrete Powder,0.5,0.5,Shovel,TRUE,TRUE,FALSE,FALSE,FALSE
,Pink Concrete Powder,0.5,0.5,Shovel,TRUE,TRUE,FALSE,FALSE,FALSE
,White Concrete,1.8,1.8,Pickaxe,TRUE,FALSE,FALSE,FALSE,FALSE
,Light Gray Concrete,1.8,1.8,Pickaxe,TRUE,FALSE,FALSE,FALSE,FALSE
,Gray Concrete,1.8,1.8,Pickaxe,TRUE,FALSE,FALSE,FALSE,FALSE
,Black Concrete,1.8,1.8,Pickaxe,TRUE,FALSE,FALSE,FALSE,FALSE
,Brown Concrete,1.8,1.8,Pickaxe,TRUE,FALSE,FALSE,FALSE,FALSE
,Red Concrete,1.8,1.8,Pickaxe,TRUE,FALSE,FALSE,FALSE,FALSE
,Orange Concrete,1.8,1.8,Pickaxe,TRUE,FALSE,FALSE,FALSE,FALSE
,Yellow Concrete,1.8,1.8,Pickaxe,TRUE,FALSE,FALSE,FALSE,FALSE
,Lime Concrete,1.8,1.8,Pickaxe,TRUE,FALSE,FALSE,FALSE,FALSE
,Green Concrete,1.8,1.8,Pickaxe,TRUE,FALSE,FALSE,FALSE,FALSE
,Cyan Concrete,1.8,1.8,Pickaxe,TRUE,FALSE,FALSE,FALSE,FALSE
,Light Blue Concrete,1.8,1.8,Pickaxe,TRUE,FALSE,FALSE,FALSE,FALSE
,Blue Concrete,1.8,1.8,Pickaxe,TRUE,FALSE,FALSE,FALSE,FALSE
,Purple Concrete,1.8,1.8,Pickaxe,TRUE,FALSE,FALSE,FALSE,FALSE
,Magenta Concrete,1.8,1.8,Pickaxe,TRUE,FALSE,FALSE,FALSE,FALSE
,Pink Concrete,1.8,1.8,Pickaxe,TRUE,FALSE,FALSE,FALSE,FALSE
,Terracotta,4.2,1.25,Pickaxe,TRUE,FALSE,FALSE,FALSE,FALSE
,White Terracotta,4.2,1.25,Pickaxe,TRUE,FALSE,FALSE,FALSE,FALSE
,Light Gray Terracotta,4.2,1.25,Pickaxe,TRUE,FALSE,FALSE,FALSE,FALSE
,Gray Terracotta,4.2,1.25,Pickaxe,TRUE,FALSE,FALSE,FALSE,FALSE
,Black Terracotta,4.2,1.25,Pickaxe,TRUE,FALSE,FALSE,FALSE,FALSE
,Brown Terracotta,4.2,1.25,Pickaxe,TRUE,FALSE,FALSE,FALSE,FALSE
,Red Terracotta,4.2,1.25,Pickaxe,TRUE,FALSE,FALSE,FALSE,FALSE
,Orange Terracotta,4.2,1.25,Pickaxe,TRUE,FALSE,FALSE,FALSE,FALSE
,Yellow Terracotta,4.2,1.25,Pickaxe,TRUE,FALSE,FALSE,FALSE,FALSE
,Lime Terracotta,4.2,1.25,Pickaxe,TRUE,FALSE,FALSE,FALSE,FALSE
,Green Terracotta,4.2,1.25,Pickaxe,TRUE,FALSE,FALSE,FALSE,FALSE
,Cyan Terracotta,4.2,1.25,Pickaxe,TRUE,FALSE,FALSE,FALSE,FALSE
,Light Blue Terracotta,4.2,1.25,Pickaxe,TRUE,FALSE,FALSE,FALSE,FALSE
,Blue Terracotta,4.2,1.25,Pickaxe,TRUE,FALSE,FALSE,FALSE,FALSE
,Purple Terracotta,4.2,1.25,Pickaxe,TRUE,FALSE,FALSE,FALSE,FALSE
,Magenta Terracotta,4.2,1.25,Pickaxe,TRUE,FALSE,FALSE,FALSE,FALSE
,Pink Terracotta,4.2,1.25,Pickaxe,TRUE,FALSE,FALSE,FALSE,FALSE
,White Glazed Terracotta,1.4,1.4,Pickaxe,TRUE,FALSE,FALSE,FALSE,TRUE
,Light Gray Glazed Terracotta,1.4,1.4,Pickaxe,TRUE,FALSE,FALSE,FALSE,TRUE
,Gray Glazed Terracotta,1.4,1.4,Pickaxe,TRUE,FALSE,FALSE,FALSE,TRUE
,Black Glazed Terracotta,1.4,1.4,Pickaxe,TRUE,FALSE,FALSE,FALSE,TRUE
,Brown Glazed Terracotta,1.4,1.4,Pickaxe,TRUE,FALSE,FALSE,FALSE,TRUE
,Red Glazed Terracotta,1.4,1.4,Pickaxe,TRUE,FALSE,FALSE,FALSE,TRUE
,Orange Glazed Terracotta,1.4,1.4,Pickaxe,TRUE,FALSE,FALSE,FALSE,TRUE
,Yellow Glazed Terracotta,1.4,1.4,Pickaxe,TRUE,FALSE,FALSE,FALSE,TRUE
,Lime Glazed Terracotta,1.4,1.4,Pickaxe,TRUE,FALSE,FALSE,FALSE,TRUE
,Green Glazed Terracotta,1.4,1.4,Pickaxe,TRUE,FALSE,FALSE,FALSE,TRUE
,Cyan Glazed Terracotta,1.4,1.4,Pickaxe,TRUE,FALSE,FALSE,FALSE,TRUE
,Light Blue Glazed Terracotta,1.4,1.4,Pickaxe,TRUE,FALSE,FALSE,FALSE,TRUE
,Blue Glazed Terracotta,1.4,1.4,Pickaxe,TRUE,FALSE,FALSE,FALSE,TRUE
,Purple Glazed Terracotta,1.4,1.4,Pickaxe,TRUE,FALSE,FALSE,FALSE,TRUE
,Magenta Glazed Terracotta,1.4,1.4,Pickaxe,TRUE,FALSE,FALSE,FALSE,TRUE
,Pink Glazed Terracotta,1.4,1.4,Pickaxe,TRUE,FALSE,FALSE,FALSE,TRUE
,Glass,0.3,0.3,None,FALSE,FALSE,FALSE,FALSE,FALSE
,White Stained Glass,0.3,0.3,None,FALSE,FALSE,FALSE,FALSE,FALSE
,Light Gray Stained Glass,0.3,0.3,None,FALSE,FALSE,FALSE,FALSE,FALSE
,Gray Stained Glass,0.3,0.3,None,FALSE,FALSE,FALSE,FALSE,FALSE
,Black Stained Glass,0.3,0.3,None,FALSE,FALSE,FALSE,FALSE,FALSE
,Brown Stained Glass,0.3,0.3,None,FALSE,FALSE,FALSE,FALSE,FALSE
,Red Stained Glass,0.3,0.3,None,FALSE,FALSE,FALSE,FALSE,FALSE
,Orange Stained Glass,0.3,0.3,None,FALSE,FALSE,FALSE,FALSE,FALSE
,Yellow Stained Glass,0.3,0.3,None,FALSE,FALSE,FALSE,FALSE,FALSE
,Lime Stained Glass,0.3,0.3,None,FALSE,FALSE,FALSE,FALSE,FALSE
,Green Stained Glass,0.3,0.3,None,FALSE,FALSE,FALSE,FALSE,FALSE
,Cyan Staines Glass,0.3,0.3,None,FALSE,FALSE,FALSE,FALSE,FALSE
,Light Blue Stained Glass,0.3,0.3,None,FALSE,FALSE,FALSE,FALSE,FALSE
,Blue Stained Glass,0.3,0.3,None,FALSE,FALSE,FALSE,FALSE,FALSE
,Purple Stained Glass,0.3,0.3,None,FALSE,FALSE,FALSE,FALSE,FALSE
,Magenta Stained Glass,0.3,0.3,None,FALSE,FALSE,FALSE,FALSE,FALSE
,Pink Stained Glass,0.3,0.3,None,FALSE,FALSE,FALSE,FALSE,FALSE
,Glass Pane,0.3,0.3,None,FALSE,FALSE,FALSE,FALSE,TRUE
,White Stained Glass Pane,0.3,0.3,None,FALSE,FALSE,FALSE,FALSE,TRUE
,Light Gray Stained Glass Pane,0.3,0.3,None,FALSE,FALSE,FALSE,FALSE,TRUE
,Gray Stained Glass Pane,0.3,0.3,None,FALSE,FALSE,FALSE,FALSE,TRUE
,Black Stained Glass Pane,0.3,0.3,None,FALSE,FALSE,FALSE,FALSE,TRUE
,Brown Stained Glass Pane,0.3,0.3,None,FALSE,FALSE,FALSE,FALSE,TRUE
,Red Stained Glass Pane,0.3,0.3,None,FALSE,FALSE,FALSE,FALSE,TRUE
,Orange Stained Glass Pane,0.3,0.3,None,FALSE,FALSE,FALSE,FALSE,TRUE
,Yellow Stained Glass Pane,0.3,0.3,None,FALSE,FALSE,FALSE,FALSE,TRUE
,Lime Stained Glass Pane,0.3,0.3,None,FALSE,FALSE,FALSE,FALSE,TRUE
,Green Stained Glass Pane,0.3,0.3,None,FALSE,FALSE,FALSE,FALSE,TRUE
,Cyan Stained Glass Pane,0.3,0.3,None,FALSE,FALSE,FALSE,FALSE,TRUE
,Light Blue Stained Glass Pane,0.3,0.3,None,FALSE,FALSE,FALSE,FALSE,TRUE
,Blue Stained Glass Pane,0.3,0.3,None,FALSE,FALSE,FALSE,FALSE,TRUE
,Purple Stained Glass Pane,0.3,0.3,None,FALSE,FALSE,FALSE,FALSE,TRUE
,Magenta Stained Glass Pane,0.3,0.3,None,FALSE,FALSE,FALSE,FALSE,TRUE
,Pink Stained Glass Pane,0.3,0.3,None,FALSE,FALSE,FALSE,FALSE,TRUE
,Tinted Glass,0.3,0.3,None,FALSE,FALSE,FALSE,FALSE,FALSE
,Candle,0.1,0.1,None,FALSE,FALSE,FALSE,FALSE,TRUE
,White Candle,0.1,0.1,None,FALSE,FALSE,FALSE,FALSE,TRUE
,Light Gray Candle,0.1,0.1,None,FALSE,FALSE,FALSE,FALSE,TRUE
,Gray Candle,0.1,0.1,None,FALSE,FALSE,FALSE,FALSE,TRUE
,Black Candle,0.1,0.1,None,FALSE,FALSE,FALSE,FALSE,TRUE
,Brown Candle,0.1,0.1,None,FALSE,FALSE,FALSE,FALSE,TRUE
,Red Candle,0.1,0.1,None,FALSE,FALSE,FALSE,FALSE,TRUE
,Orange Candle,0.1,0.1,None,FALSE,FALSE,FALSE,FALSE,TRUE
,Yellow Candle,0.1,0.1,None,FALSE,FALSE,FALSE,FALSE,TRUE
,Lime Candle,0.1,0.1,None,FALSE,FALSE,FALSE,FALSE,TRUE
,Green Candle,0.1,0.1,None,FALSE,FALSE,FALSE,FALSE,TRUE
,Cyan Candle,0.1,0.1,None,FALSE,FALSE,FALSE,FALSE,TRUE
,Light Blue Candle,0.1,0.1,None,FALSE,FALSE,FALSE,FALSE,TRUE
,Blue Candle,0.1,0.1,None,FALSE,FALSE,FALSE,FALSE,TRUE
,Purple Candle,0.1,0.1,None,FALSE,FALSE,FALSE,FALSE,TRUE
,Magenta Candle,0.1,0.1,None,FALSE,FALSE,FALSE,FALSE,TRUE
,Pink Candle,0.1,0.1,None,FALSE,FALSE,FALSE,FALSE,TRUE
,Shulker Box,2,2,Pickaxe,TRUE,FALSE,FALSE,FALSE,TRUE
,White Shulker Box,2,2,Pickaxe,TRUE,FALSE,FALSE,FALSE,TRUE
,Light Gray Shulker Box,2,2,Pickaxe,TRUE,FALSE,FALSE,FALSE,TRUE
,Gray Shulker Box,2,2,Pickaxe,TRUE,FALSE,FALSE,FALSE,TRUE
,Black Shulker Box,2,2,Pickaxe,TRUE,FALSE,FALSE,FALSE,TRUE
,Brown Shulker Box,2,2,Pickaxe,TRUE,FALSE,FALSE,FALSE,TRUE
,Red Shulker Box,2,2,Pickaxe,TRUE,FALSE,FALSE,FALSE,TRUE
,Orange Shulker Box,2,2,Pickaxe,TRUE,FALSE,FALSE,FALSE,TRUE
,Yellow Shulker Box,2,2,Pickaxe,TRUE,FALSE,FALSE,FALSE,TRUE
,Lime Shulker Box,2,2,Pickaxe,TRUE,FALSE,FALSE,FALSE,TRUE
,Green Shulker Box,2,2,Pickaxe,TRUE,FALSE,FALSE,FALSE,TRUE
,Cyan Shulker Box,2,2,Pickaxe,TRUE,FALSE,FALSE,FALSE,TRUE
,Light Blue Shulker Box,2,2,Pickaxe,TRUE,FALSE,FALSE,FALSE,TRUE
,Blue Shulker Box,2,2,Pickaxe,TRUE,FALSE,FALSE,FALSE,TRUE
,Purple Shulker Box,2,2,Pickaxe,TRUE,FALSE,FALSE,FALSE,TRUE
,Magenta Shulker Box,2,2,Pickaxe,TRUE,FALSE,FALSE,FALSE,TRUE
,Pink Shulker Box,2,2,Pickaxe,TRUE,FALSE,FALSE,FALSE,TRUE
,Crafting Table,2.5,2.5,Axe,TRUE,FALSE,FALSE,TRUE,FALSE
,Furnace,3.5,3.5,Pickaxe,TRUE,FALSE,FALSE,FALSE,TRUE
,Blast Furnace,3.5,3.5,Pickaxe,TRUE,FALSE,FALSE,FALSE,TRUE
,Smoker,3.5,3.5,Pickaxe,TRUE,FALSE,FALSE,FALSE,TRUE
,Chest,2.5,2.5,Axe,FALSE,FALSE,FALSE,TRUE,TRUE
,Trapped Chest,2.5,2.5,Axe,FALSE,FALSE,FALSE,TRUE,TRUE
,Ender Chest,600,22.5,Pickaxe,FALSE,FALSE,FALSE,FALSE,TRUE
,Enchanting Table,1200,5,Pickaxe,FALSE,FALSE,FALSE,FALSE,FALSE
,Anvil,1200,5,Pickaxe,FALSE,TRUE,FALSE,FALSE,TRUE
,Chipped Anvil,1200,5,Pickaxe,FALSE,TRUE,FALSE,FALSE,TRUE
,Damaged Anvil,1200,5,Pickaxe,FALSE,TRUE,FALSE,FALSE,TRUE
,Grindstone,6,2,Pickaxe,FALSE,FALSE,FALSE,FALSE,TRUE
,Stonecutter,3.5,3.5,Pickaxe,FALSE,FALSE,FALSE,FALSE,TRUE
,Barrel,2.5,2.5,Axe,TRUE,FALSE,FALSE,TRUE,TRUE
,Composter,0.6,0.6,Axe,FALSE,FALSE,TRUE,TRUE,TRUE
,Loom,2.5,2.5,Axe,TRUE,FALSE,FALSE,TRUE,TRUE
,Cartography Table,2.5,2.5,Axe,TRUE,FALSE,FALSE,TRUE,FALSE
,Smithing Table,2.5,2.5,Axe,TRUE,FALSE,FALSE,TRUE,FALSE
,Fletching Table,2.5,2.5,Axe,TRUE,FALSE,FALSE,TRUE,FALSE
,Lectern,2.5,2.5,Axe,FALSE,FALSE,TRUE,TRUE,TRUE
,Jukebox ,6,2,Axe,TRUE,FALSE,FALSE,TRUE,TRUE
,Bell,5,5,Pickaxe,FALSE,FALSE,FALSE,FALSE,TRUE
,Brewing Stand,0.5,0.5,Pickaxe,FALSE,FALSE,FALSE,FALSE,TRUE
,Cauldron,2,2,Pickaxe,FALSE,FALSE,FALSE,FALSE,FALSE
,Water Cauldron,2,2,Pickaxe,FALSE,FALSE,FALSE,FALSE,TRUE
,Lava Cauldron,2,2,Pickaxe,FALSE,FALSE,FALSE,FALSE,FALSE
,Powder Snow Cauldron,2,2,Pickaxe,FALSE,FALSE,FALSE,FALSE,TRUE
,Lodestone,3.5,3.5,Pickaxe,TRUE,FALSE,FALSE,FALSE,FALSE
,Respawn Anchor,1200,50,Pickaxe,TRUE,FALSE,FALSE,FALSE,TRUE
,Bee Nest,0.3,0.3,Axe,TRUE,FALSE,TRUE,TRUE,TRUE
,Beehive,0.6,0.6,Axe,TRUE,FALSE,TRUE,TRUE,TRUE
,Trial Spawner,50,50,None,TRUE,FALSE,FALSE,FALSE,TRUE
,Vault,50,50,None,TRUE,FALSE,FALSE,FALSE,TRUE
,Heavy Core,30,10,Pickaxe,FALSE,FALSE,FALSE,FALSE,FALSE
,Flower Pot,0,0,None,FALSE,FALSE,FALSE,FALSE,FALSE
,Potted Dandelion,0,0,None,FALSE,FALSE,FALSE,FALSE,FALSE
,Potted Poppy,0,0,None,FALSE,FALSE,FALSE,FALSE,FALSE
,Potted Blue Orchid,0,0,None,FALSE,FALSE,FALSE,FALSE,FALSE
,Potted Allium,0,0,None,FALSE,FALSE,FALSE,FALSE,FALSE
,Potted Azure Bluet,0,0,None,FALSE,FALSE,FALSE,FALSE,FALSE
,Potted Red Tulip,0,0,None,FALSE,FALSE,FALSE,FALSE,FALSE
,Potted Orange Tulip,0,0,None,FALSE,FALSE,FALSE,FALSE,FALSE
,Potted White Tulip,0,0,None,FALSE,FALSE,FALSE,FALSE,FALSE
,Potted Pink Tulip,0,0,None,FALSE,FALSE,FALSE,FALSE,FALSE
,Potted Oxeye Daisy,0,0,None,FALSE,FALSE,FALSE,FALSE,FALSE
,Potted Cornflower,0,0,None,FALSE,FALSE,FALSE,FALSE,FALSE
,Potted Lily Of The Valley,0,0,None,FALSE,FALSE,FALSE,FALSE,FALSE
,Potted Wither Rose,0,0,None,FALSE,FALSE,FALSE,FALSE,FALSE
,Potted Oak Sapling,0,0,None,FALSE,FALSE,FALSE,FALSE,FALSE
,Potted Birch Sapling,0,0,None,FALSE,FALSE,FALSE,FALSE,FALSE
,Potted Spruce Sapling,0,0,None,FALSE,FALSE,FALSE,FALSE,FALSE
,Potted Jungle Sapling,0,0,None,FALSE,FALSE,FALSE,FALSE,FALSE
,Potted Dark Oak Sapling,0,0,None,FALSE,FALSE,FALSE,FALSE,FALSE
,Potted Acacia Sapling,0,0,None,FALSE,FALSE,FALSE,FALSE,FALSE
,Potted Mangrove Propagule,0,0,None,FALSE,FALSE,FALSE,FALSE,FALSE
,Potted Cherry Sapling,0,0,None,FALSE,FALSE,FALSE,FALSE,FALSE
,Potted Fern,0,0,None,FALSE,FALSE,FALSE,FALSE,FALSE
,Potted Dead Bush,0,0,None,FALSE,FALSE,FALSE,FALSE,FALSE
,Potted Cactus,0,0,None,FALSE,FALSE,FALSE,FALSE,FALSE
,Potted Bamboo,0,0,None,FALSE,FALSE,FALSE,FALSE,FALSE
,Potted Azalea Bush,0,0,None,FALSE,FALSE,FALSE,FALSE,FALSE
,Potted Flowering Azalea Bush,0,0,None,FALSE,FALSE,FALSE,FALSE,FALSE
,Potted Torchflower,0,0,None,FALSE,FALSE,FALSE,FALSE,FALSE
,Potted Red Mushroon,0,0,None,FALSE,FALSE,FALSE,FALSE,FALSE
,Potted Brown Mushroon,0,0,None,FALSE,FALSE,FALSE,FALSE,FALSE
,Potted Warped Fungus,0,0,None,FALSE,FALSE,FALSE,FALSE,FALSE
,Potted Crimson Fungus,0,0,None,FALSE,FALSE,FALSE,FALSE,FALSE
,Potted Warped Roots,0,0,None,FALSE,FALSE,FALSE,FALSE,FALSE
,Potted Crimson Roots,0,0,None,FALSE,FALSE,FALSE,FALSE,FALSE
,Decorated Pot,0,0,None,FALSE,FALSE,FALSE,FALSE,TRUE
,Ladder,0.4,0.4,Axe,FALSE,FALSE,FALSE,FALSE,TRUE
,Scaffolding,0,0,None,FALSE,TRUE,TRUE,TRUE,TRUE
,Iron Bars,6,5,Pickaxe,FALSE,FALSE,FALSE,FALSE,TRUE
,Chain,6,5,Pickaxe,FALSE,FALSE,FALSE,FALSE,TRUE
,Cobweb,4,4,Sword,FALSE,FALSE,FALSE,FALSE,FALSE
,Beacon,3,3,None,TRUE,FALSE,FALSE,FALSE,FALSE
,Conduit,3,3,Pickaxe,FALSE,FALSE,FALSE,FALSE,TRUE
,End Rod,0,0,None,FALSE,FALSE,FALSE,FALSE,TRUE
,Torch,0,0,None,FALSE,FALSE,FALSE,FALSE,TRUE
,Wall Torch,0,0,None,FALSE,FALSE,FALSE,FALSE,TRUE
,Soul Torch,0,0,None,FALSE,FALSE,FALSE,FALSE,TRUE
,Soul Wall Torch,0,0,None,FALSE,FALSE,FALSE,FALSE,TRUE
,Lantern,3.5,3.5,Pickaxe,FALSE,FALSE,FALSE,FALSE,TRUE
,Soul Lantern,3.5,3.5,Pickaxe,FALSE,FALSE,FALSE,FALSE,TRUE
,Campfire,2,2,Axe,FALSE,FALSE,FALSE,TRUE,TRUE
,Soul Campfire,2,2,Axe,FALSE,FALSE,FALSE,TRUE,TRUE
,Redstone Torch,0,0,None,FALSE,FALSE,FALSE,FALSE,TRUE
,Redstone Wall Torch,0,0,None,FALSE,FALSE,FALSE,FALSE,TRUE
,Redstone Repeater,0,0,None,FALSE,FALSE,FALSE,FALSE,TRUE
,Redstone Comparator,0,0,None,FALSE,FALSE,FALSE,FALSE,TRUE
,Lever,0.5,0.5,None,FALSE,FALSE,FALSE,FALSE,TRUE
,Hopper,4.8,3,Pickaxe,FALSE,FALSE,FALSE,FALSE,TRUE
,Observer,3,3,Pickaxe,TRUE,FALSE,FALSE,FALSE,TRUE
,Dispenser,3.5,3.5,Pickaxe,TRUE,FALSE,FALSE,FALSE,TRUE
,Dropper,3.5,3.5,Pickaxe,TRUE,FALSE,FALSE,FALSE,TRUE
,Crafter,3.5,1.5,Pickaxe,TRUE,FALSE,FALSE,FALSE,TRUE
,Piston,0.5,1.5,Pickaxe,TRUE,FALSE,FALSE,FALSE,TRUE
,Sticky Piston,0.5,1.5,Pickaxe,TRUE,FALSE,FALSE,FALSE,TRUE
,Piston Head,0.5,1.5,Pickaxe,FALSE,FALSE,FALSE,FALSE,TRUE
,Moving Piston,0,0,None,FALSE,FALSE,FALSE,FALSE,TRUE
,Note Block,0.8,0.8,Axe,TRUE,FALSE,FALSE,TRUE,TRUE
,TNT,0,0,None,TRUE,FALSE,TRUE,TRUE,TRUE
,Redstone Lamp,0.3,0.3,None,TRUE,FALSE,FALSE,FALSE,TRUE
,Daylight Detector,0.2,0.2,Axe,FALSE,FALSE,FALSE,TRUE,TRUE
,Tripwire Hook,0,0,None,FALSE,FALSE,FALSE,FALSE,TRUE
,Tripwire,0,0,None,FALSE,FALSE,FALSE,FALSE,TRUE
,Lightning Rod,6,3,Pickaxe,FALSE,FALSE,FALSE,FALSE,TRUE
,Target,0.5,0.5,Hoe,TRUE,FALSE,TRUE,TRUE,TRUE
,Rail,0.7,0.7,Pickaxe,FALSE,FALSE,FALSE,FALSE,TRUE
,Powered Rail,0.7,0.7,Pickaxe,FALSE,FALSE,FALSE,FALSE,TRUE
,Detector Rail,0.7,0.7,Pickaxe,FALSE,FALSE,FALSE,FALSE,TRUE
,Activator Rail,0.7,0.7,Pickaxe,FALSE,FALSE,FALSE,FALSE,TRUE
,Sculk Vein,0.2,0.2,Hoe,FALSE,FALSE,FALSE,FALSE,TRUE
,Sculk,0.2,0.2,Hoe,TRUE,FALSE,FALSE,FALSE,FALSE
,Sculk Sensor,1.5,1.5,Hoe,FALSE,FALSE,FALSE,FALSE,TRUE
,Calibrated Sculk Sensor,1.5,1.5,Hoe,FALSE,FALSE,FALSE,FALSE,TRUE
,Sculk Catalyst,3,3,Hoe,TRUE,FALSE,FALSE,FALSE,TRUE
,Sculk Shrieker,3,3,Hoe,FALSE,FALSE,FALSE,FALSE,TRUE
,Red Mushroom,0,0,None,FALSE,FALSE,FALSE,FALSE,FALSE
,Brown Mushroom,0,0,None,FALSE,FALSE,FALSE,FALSE,FALSE
,Red Mushroom Block,0.2,0.2,Axe,TRUE,FALSE,FALSE,TRUE,TRUE
,Brown Mushroom Block,0.2,0.2,Axe,TRUE,FALSE,FALSE,TRUE,TRUE
,Mushroom Stem,0.2,0.2,Axe,TRUE,FALSE,FALSE,TRUE,TRUE
,Oak Sapling,0,0,None,FALSE,FALSE,FALSE,FALSE,TRUE
,Birch Sapling,0,0,None,FALSE,FALSE,FALSE,FALSE,TRUE
,Spruce Sapling,0,0,None,FALSE,FALSE,FALSE,FALSE,TRUE
,Jungle Sapling,0,0,None,FALSE,FALSE,FALSE,FALSE,TRUE
,Dark Oak Sapling,0,0,None,FALSE,FALSE,FALSE,FALSE,TRUE
,Acacia Sapling,0,0,None,FALSE,FALSE,FALSE,FALSE,TRUE
,Mangrove Propagule,0,0,None,FALSE,FALSE,FALSE,FALSE,TRUE
,Cherry Sapling,0,0,None,FALSE,FALSE,FALSE,FALSE,TRUE
,Oak Leaves,0.2,0.2,Shears/Hoe/Sword,FALSE,FALSE,TRUE,TRUE,TRUE
,Birch Leaves,0.2,0.2,Shears/Hoe/Sword,FALSE,FALSE,TRUE,TRUE,TRUE
,Spruce Leaves,0.2,0.2,Shears/Hoe/Sword,FALSE,FALSE,TRUE,TRUE,TRUE
,Jungle Leaves,0.2,0.2,Shears/Hoe/Sword,FALSE,FALSE,TRUE,TRUE,TRUE
,Dark Oak Leaves,0.2,0.2,Shears/Hoe/Sword,FALSE,FALSE,TRUE,TRUE,TRUE
,Acacia Leaves,0.2,0.2,Shears/Hoe/Sword,FALSE,FALSE,TRUE,TRUE,TRUE
,Mangrove Leaves,0.2,0.2,Shears/Hoe/Sword,FALSE,FALSE,TRUE,TRUE,TRUE
,Cherry Leaves,0.2,0.2,Shears/Hoe/Sword,FALSE,FALSE,TRUE,TRUE,TRUE
,Azalea Leaves,0.2,0.2,Shears/Hoe/Sword,FALSE,FALSE,TRUE,TRUE,TRUE
,Flowering Azalea Leaves,0.2,0.2,Shears/Hoe/Sword,FALSE,FALSE,TRUE,TRUE,TRUE
,Dandelion,0,0,None,FALSE,FALSE,TRUE,TRUE,FALSE
,Poppy,0,0,None,FALSE,FALSE,TRUE,TRUE,FALSE
