Block Name,Blast Resistance,Hardness,Mining Tool,Can Suffocate,Obeys Gravity,Flammable,Catches Fire From Lava,Can Change Block State,Keywords
Blue Bed,0.2,0.2,,False,False,False,True,True,"bed, blue"
Purple Bed,0.2,0.2,,False,False,False,True,True,"bed, purple"
Magenta Bed,0.2,0.2,,False,False,False,True,True,"magenta, bed"
Pink Bed,0.2,0.2,,False,False,False,True,True,"pink, bed"
White Concrete Powder,0.5,0.5,Shovel,True,True,False,False,False,"concrete, powder, white"
Light Gray Concrete Powder,0.5,0.5,Shovel,True,True,False,False,False,"concrete, powder, gray, light"
Gray Concrete Powder,0.5,0.5,Shovel,True,True,False,False,False,"concrete, powder, gray"
Black Concrete Powder,0.5,0.5,Shovel,True,True,False,False,False,"concrete, powder, black"
Brown Concrete Powder,0.5,0.5,Shovel,True,True,False,False,False,"concrete, powder, brown"
Red Concrete Powder,0.5,0.5,Shovel,True,True,False,False,False,"concrete, powder, red"
Orange Concrete Powder,0.5,0.5,Shovel,True,True,False,False,False,"concrete, orange, powder"
Yellow Concrete Powder,0.5,0.5,Shovel,True,True,False,False,False,"concrete, powder, yellow"
Lime Concrete Powder,0.5,0.5,Shovel,True,True,False,False,False,"concrete, powder, lime"
Green Concrete Powder,0.5,0.5,Shovel,True,True,False,False,False,"green, powder, concrete"
Cyan Concrete Powder,0.5,0.5,Shovel,True,True,False,False,False,"concrete, powder, cyan"
Light Blue Concrete Powder,0.5,0.5,Shovel,True,True,False,False,False,"concrete, powder, blue, light"
Blue Concrete Powder,0.5,0.5,Shovel,True,True,False,False,False,"concrete, powder, blue"
Purple Concrete Powder,0.5,0.5,Shovel,True,True,False,False,False,"concrete, powder, purple"
Magenta Concrete Powder,0.5,0.5,Shovel,True,True,False,False,False,"concrete, powder, magenta"
Pink Concrete Powder,0.5,0.5,Shovel,True,True,False,False,False,"concrete, powder, pink"
White Concrete,1.8,1.8,Pickaxe,True,False,False,False,False,"concrete, white"
Light Gray Concrete,1.8,1.8,Pickaxe,True,False,False,False,False,"concrete, gray, light"
Gray Concrete,1.8,1.8,Pickaxe,True,False,False,False,False,"concrete, gray"
Black Concrete,1.8,1.8,Pickaxe,True,False,False,False,False,"concrete, black"
Brown Concrete,1.8,1.8,Pickaxe,True,False,False,False,False,"concrete, brown"
Red Concrete,1.8,1.8,Pickaxe,True,False,False,False,False,"concrete, red"
Orange Concrete,1.8,1.8,Pickaxe,True,False,False,False,False,"concrete, orange"
Yellow Concrete,1.8,1.8,Pickaxe,True,False,False,False,False,"concrete, yellow"
Lime Concrete,1.8,1.8,Pickaxe,True,False,False,False,False,"concrete, lime"
Green Concrete,1.8,1.8,Pickaxe,True,False,False,False,False,"green, concrete"
Cyan Concrete,1.8,1.8,Pickaxe,True,False,False,False,False,"concrete, cyan"
Light Blue Concrete,1.8,1.8,Pickaxe,True,False,False,False,False,"concrete, blue, light"
Blue Concrete,1.8,1.8,Pickaxe,True,False,False,False,False,"concrete, blue"
Purple Concrete,1.8,1.8,Pickaxe,True,False,False,False,False,"concrete, purple"
Magenta Concrete,1.8,1.8,Pickaxe,True,False,False,False,False,"concrete, magenta"
Pink Concrete,1.8,1.8,Pickaxe,True,False,False,False,False,"concrete, pink"
Terracotta,4.2,1.25,Pickaxe,True,False,False,False,False,terracotta
White Terracotta,4.2,1.25,Pickaxe,True,False,False,False,False,"terracotta, white"
Light Gray Terracotta,4.2,1.25,Pickaxe,True,False,False,False,False,"terracotta, gray, light"
Gray Terracotta,4.2,1.25,Pickaxe,True,False,False,False,False,"terracotta, gray"
Black Terracotta,4.2,1.25,Pickaxe,True,False,False,False,False,"terracotta, black"
Brown Terracotta,4.2,1.25,Pickaxe,True,False,False,False,False,"terracotta, brown"
Red Terracotta,4.2,1.25,Pickaxe,True,False,False,False,False,"terracotta, red"
Orange Terracotta,4.2,1.25,Pickaxe,True,False,False,False,False,"orange, terracotta"
Yellow Terracotta,4.2,1.25,Pickaxe,True,False,False,False,False,"terracotta, yellow"
Lime Terracotta,4.2,1.25,Pickaxe,True,False,False,False,False,"terracotta, lime"
Green Terracotta,4.2,1.25,Pickaxe,True,False,False,False,False,"green, terracotta"
Cyan Terracotta,4.2,1.25,Pickaxe,True,False,False,False,False,"terracotta, cyan"
Light Blue Terracotta,4.2,1.25,Pickaxe,True,False,False,False,False,"terracotta, blue, light"
Blue Terracotta,4.2,1.25,Pickaxe,True,False,False,False,False,"terracotta, blue"
Purple Terracotta,4.2,1.25,Pickaxe,True,False,False,False,False,"terracotta, purple"
Magenta Terracotta,4.2,1.25,Pickaxe,True,False,False,False,False,"terracotta, magenta"
Pink Terracotta,4.2,1.25,Pickaxe,True,False,False,False,False,"terracotta, pink"
White Glazed Terracotta,1.4,1.4,Pickaxe,True,False,False,False,True,"terracotta, glazed, white"
Light Gray Glazed Terracotta,1.4,1.4,Pickaxe,True,False,False,False,True,"terracotta, glazed, gray, light"
Gray Glazed Terracotta,1.4,1.4,Pickaxe,True,False,False,False,True,"terracotta, glazed, gray"
Black Glazed Terracotta,1.4,1.4,Pickaxe,True,False,False,False,True,"terracotta, glazed, black"
Brown Glazed Terracotta,1.4,1.4,Pickaxe,True,False,False,False,True,"terracotta, glazed, brown"
Red Glazed Terracotta,1.4,1.4,Pickaxe,True,False,False,False,True,"terracotta, glazed, red"
Orange Glazed Terracotta,1.4,1.4,Pickaxe,True,False,False,False,True,"orange, glazed, terracotta"
Yellow Glazed Terracotta,1.4,1.4,Pickaxe,True,False,False,False,True,"terracotta, glazed, yellow"
Lime Glazed Terracotta,1.4,1.4,Pickaxe,True,False,False,False,True,"terracotta, glazed, lime"
Green Glazed Terracotta,1.4,1.4,Pickaxe,True,False,False,False,True,"green, terracotta, glazed"
Cyan Glazed Terracotta,1.4,1.4,Pickaxe,True,False,False,False,True,"terracotta, glazed, cyan"
Light Blue Glazed Terracotta,1.4,1.4,Pickaxe,True,False,False,False,True,"terracotta, blue, light, glazed"
Blue Glazed Terracotta,1.4,1.4,Pickaxe,True,False,False,False,True,"terracotta, glazed, blue"
Purple Glazed Terracotta,1.4,1.4,Pickaxe,True,False,False,False,True,"terracotta, glazed, purple"
Magenta Glazed Terracotta,1.4,1.4,Pickaxe,True,False,False,False,True,"terracotta, glazed, magenta"
Pink Glazed Terracotta,1.4,1.4,Pickaxe,True,False,False,False,True,"terracotta, pink, glazed"
Glass,0.3,0.3,,False,False,False,False,False,"transparent, block, glass, clear"
White Stained Glass,0.3,0.3,,False,False,False,False,False,"stained, block, clear, transparent, white, glass"
Light Gray Stained Glass,0.3,0.3,,False,False,False,False,False,"glass, stained, light, block, clear, transparent, gray"
Gray Stained Glass,0.3,0.3,,False,False,False,False,False,"stained, block, clear, transparent, gray, glass"
Black Stained Glass,0.3,0.3,,False,False,False,False,False,"stained, block, clear, black, transparent, glass"
Brown Stained Glass,0.3,0.3,,False,False,False,False,False,"stained, block, brown, clear, transparent, glass"
Red Stained Glass,0.3,0.3,,False,False,False,False,False,"stained, red, block, clear, transparent, glass"
Orange Stained Glass,0.3,0.3,,False,False,False,False,False,"orange, stained, block, clear, transparent, glass"
Yellow Stained Glass,0.3,0.3,,False,False,False,False,False,"stained, block, yellow, clear, transparent, glass"
Lime Stained Glass,0.3,0.3,,False,False,False,False,False,"stained, block, lime, clear, transparent, glass"
Green Stained Glass,0.3,0.3,,False,False,False,False,False,"stained, block, clear, green, transparent, glass"
Cyan Staines Glass,0.3,0.3,,False,False,False,False,False,"cyan, block, staines, clear, transparent, glass"
Light Blue Stained Glass,0.3,0.3,,False,False,False,False,False,"glass, stained, light, block, clear, transparent, blue"
Blue Stained Glass,0.3,0.3,,False,False,False,False,False,"stained, block, clear, blue, transparent, glass"
Purple Stained Glass,0.3,0.3,,False,False,False,False,False,"stained, block, clear, transparent, purple, glass"
Magenta Stained Glass,0.3,0.3,,False,False,False,False,False,"magenta, stained, block, clear, transparent, glass"
Pink Stained Glass,0.3,0.3,,False,False,False,False,False,"stained, block, clear, pink, transparent, glass"
Glass Pane,0.3,0.3,,False,False,False,False,True,"pane, block, clear, transparent, glass"
White Stained Glass Pane,0.3,0.3,,False,False,False,False,True,"pane, stained, block, clear, transparent, white, glass"
Light Gray Stained Glass Pane,0.3,0.3,,False,False,False,False,True,"pane, stained, glass, light, block, clear, transparent, gray"
Gray Stained Glass Pane,0.3,0.3,,False,False,False,False,True,"pane, stained, block, clear, transparent, gray, glass"
Black Stained Glass Pane,0.3,0.3,,False,False,False,False,True,"pane, stained, block, clear, black, transparent, glass"
Brown Stained Glass Pane,0.3,0.3,,False,False,False,False,True,"pane, stained, block, brown, clear, transparent, glass"
Red Stained Glass Pane,0.3,0.3,,False,False,False,False,True,"pane, stained, red, block, clear, transparent, glass"
Orange Stained Glass Pane,0.3,0.3,,False,False,False,False,True,"orange, pane, stained, block, clear, transparent, glass"
Yellow Stained Glass Pane,0.3,0.3,,False,False,False,False,True,"pane, stained, block, yellow, clear, transparent, glass"
Lime Stained Glass Pane,0.3,0.3,,False,False,False,False,True,"pane, stained, block, lime, clear, transparent, glass"
Green Stained Glass Pane,0.3,0.3,,False,False,False,False,True,"pane, stained, block, clear, green, transparent, glass"
Cyan Stained Glass Pane,0.3,0.3,,False,False,False,False,True,"cyan, pane, stained, block, clear, transparent, glass"
Light Blue Stained Glass Pane,0.3,0.3,,False,False,False,False,True,"pane, stained, glass, light, block, clear, transparent, blue"
Blue Stained Glass Pane,0.3,0.3,,False,False,False,False,True,"pane, stained, block, clear, blue, transparent, glass"
Purple Stained Glass Pane,0.3,0.3,,False,False,False,False,True,"pane, stained, block, clear, transparent, purple, glass"
Magenta Stained Glass Pane,0.3,0.3,,False,False,False,False,True,"pane, magenta, stained, block, clear, transparent, glass"
Pink Stained Glass Pane,0.3,0.3,,False,False,False,False,True,"pane, stained, block, clear, pink, transparent, glass"
Tinted Glass,0.3,0.3,,False,False,False,False,False,"block, clear, transparent, tinted, glass"
Candle,0.1,0.1,,False,False,False,False,True,candle
White Candle,0.1,0.1,,False,False,False,False,True,"candle, white"
Light Gray Candle,0.1,0.1,,False,False,False,False,True,"candle, gray, light"
Gray Candle,0.1,0.1,,False,False,False,False,True,"candle, gray"
Black Candle,0.1,0.1,,False,False,False,False,True,"candle, black"
Brown Candle,0.1,0.1,,False,False,False,False,True,"candle, brown"
Red Candle,0.1,0.1,,False,False,False,False,True,"candle, red"
Orange Candle,0.1,0.1,,False,False,False,False,True,"candle, orange"
Yellow Candle,0.1,0.1,,False,False,False,False,True,"candle, yellow"
Lime Candle,0.1,0.1,,False,False,False,False,True,"candle, lime"
Green Candle,0.1,0.1,,False,False,False,False,True,"green, candle"
Cyan Candle,0.1,0.1,,False,False,False,False,True,"candle, cyan"
Light Blue Candle,0.1,0.1,,False,False,False,False,True,"candle, blue, light"
Blue Candle,0.1,0.1,,False,False,False,False,True,"candle, blue"
Purple Candle,0.1,0.1,,False,False,False,False,True,"candle, purple"
Magenta Candle,0.1,0.1,,False,False,False,False,True,"candle, magenta"
Pink Candle,0.1,0.1,,False,False,False,False,True,"candle, pink"
Shulker Box,2.0,2.0,Pickaxe,True,False,False,False,True,"box, shulker"
White Shulker Box,2.0,2.0,Pickaxe,True,False,False,False,True,"box, white, shulker"
Light Gray Shulker Box,2.0,2.0,Pickaxe,True,False,False,False,True,"box, gray, light, shulker"
Gray Shulker Box,2.0,2.0,Pickaxe,True,False,False,False,True,"box, gray, shulker"
Black Shulker Box,2.0,2.0,Pickaxe,True,False,False,False,True,"box, black, shulker"
Brown Shulker Box,2.0,2.0,Pickaxe,True,False,False,False,True,"box, brown, shulker"
Red Shulker Box,2.0,2.0,Pickaxe,True,False,False,False,True,"box, red, shulker"
Orange Shulker Box,2.0,2.0,Pickaxe,True,False,False,False,True,"box, orange, shulker"
Yellow Shulker Box,2.0,2.0,Pickaxe,True,False,False,False,True,"box, shulker, yellow"
Lime Shulker Box,2.0,2.0,Pickaxe,True,False,False,False,True,"box, lime, shulker"
Green Shulker Box,2.0,2.0,Pickaxe,True,False,False,False,True,"green, shulker, box"
Cyan Shulker Box,2.0,2.0,Pickaxe,True,False,False,False,True,"box, cyan, shulker"
Light Blue Shulker Box,2.0,2.0,Pickaxe,True,False,False,False,True,"box, blue, light, shulker"
Blue Shulker Box,2.0,2.0,Pickaxe,True,False,False,False,True,"box, blue, shulker"
Purple Shulker Box,2.0,2.0,Pickaxe,True,False,False,False,True,"box, shulker, purple"
Magenta Shulker Box,2.0,2.0,Pickaxe,True,False,False,False,True,"box, magenta, shulker"
Pink Shulker Box,2.0,2.0,Pickaxe,True,False,False,False,True,"box, pink, shulker"
Crafting Table,2.5,2.5,Axe,True,False,False,True,False,"crafting, table"
Furnace,3.5,3.5,Pickaxe,True,False,False,False,True,furnace
Blast Furnace,3.5,3.5,Pickaxe,True,False,False,False,True,"blast, furnace"
Smoker,3.5,3.5,Pickaxe,True,False,False,False,True,smoker
Chest,2.5,2.5,Axe,False,False,False,True,True,chest
Trapped Chest,2.5,2.5,Axe,False,False,False,True,True,"trapped, chest"
Ender Chest,600.0,22.5,Pickaxe,False,False,False,False,True,"chest, ender"
Enchanting Table,1200.0,5.0,Pickaxe,False,False,False,False,False,"enchanting, table"
Anvil,1200.0,5.0,Pickaxe,False,True,False,False,True,anvil
Chipped Anvil,1200.0,5.0,Pickaxe,False,True,False,False,True,"chipped, anvil"
Damaged Anvil,1200.0,5.0,Pickaxe,False,True,False,False,True,"damaged, anvil"
Grindstone,6.0,2.0,Pickaxe,False,False,False,False,True,"solid, grindstone, block, rock, gray"
Stonecutter,3.5,3.5,Pickaxe,False,False,False,False,True,"solid, stonecutter, block, rock, gray"
Barrel,2.5,2.5,Axe,True,False,False,True,True,barrel
Composter,0.6,0.6,Axe,False,False,True,True,True,composter
Loom,2.5,2.5,Axe,True,False,False,True,True,loom
Cartography Table,2.5,2.5,Axe,True,False,False,True,False,"cartography, table"
Smithing Table,2.5,2.5,Axe,True,False,False,True,False,"smithing, table"
Fletching Table,2.5,2.5,Axe,True,False,False,True,False,"fletching, table"
Lectern,2.5,2.5,Axe,False,False,True,True,True,lectern
Jukebox ,6.0,2.0,Axe,True,False,False,True,True,jukebox
Bell,5.0,5.0,Pickaxe,False,False,False,False,True,bell
Brewing Stand,0.5,0.5,Pickaxe,False,False,False,False,True,"stand, brewing"
Cauldron,2.0,2.0,Pickaxe,False,False,False,False,False,cauldron
Water Cauldron,2.0,2.0,Pickaxe,False,False,False,False,True,"water, cauldron"
Lava Cauldron,2.0,2.0,Pickaxe,False,False,False,False,False,"lava, cauldron"
Powder Snow Cauldron,2.0,2.0,Pickaxe,False,False,False,False,True,"powder, snow, cauldron"
Lodestone,3.5,3.5,Pickaxe,True,False,False,False,False,"solid, block, rock, gray, lodestone"
Respawn Anchor,1200.0,50.0,Pickaxe,True,False,False,False,True,"anchor, respawn"
Bee Nest,0.3,0.3,Axe,True,False,True,True,True,"nest, bee"
Beehive,0.6,0.6,Axe,True,False,True,True,True,beehive
Trial Spawner,50.0,50.0,,True,False,False,False,True,"trial, spawner"
Vault,50.0,50.0,,True,False,False,False,True,vault
Heavy Core,30.0,10.0,Pickaxe,False,False,False,False,False,"core, heavy"
Flower Pot,0.0,0.0,,False,False,False,False,False,"pot, flower"
Potted Dandelion,0.0,0.0,,False,False,False,False,False,"potted, dandelion"
Potted Poppy,0.0,0.0,,False,False,False,False,False,"potted, poppy"
Potted Blue Orchid,0.0,0.0,,False,False,False,False,False,"potted, blue, orchid"
Potted Allium,0.0,0.0,,False,False,False,False,False,"potted, allium"
Potted Azure Bluet,0.0,0.0,,False,False,False,False,False,"potted, azure, bluet"
Potted Red Tulip,0.0,0.0,,False,False,False,False,False,"potted, red, tulip"
Potted Orange Tulip,0.0,0.0,,False,False,False,False,False,"potted, orange, tulip"
Potted White Tulip,0.0,0.0,,False,False,False,False,False,"potted, white, tulip"
Potted Pink Tulip,0.0,0.0,,False,False,False,False,False,"potted, pink, tulip"
Potted Oxeye Daisy,0.0,0.0,,False,False,False,False,False,"potted, daisy, oxeye"
Potted Cornflower,0.0,0.0,,False,False,False,False,False,"potted, cornflower"
Potted Lily Of The Valley,0.0,0.0,,False,False,False,False,False,"potted, lily, valley, of, the"
Potted Wither Rose,0.0,0.0,,False,False,False,False,False,"potted, wither, rose"
Potted Oak Sapling,0.0,0.0,,False,False,False,False,False,"potted, sapling, oak"
Potted Birch Sapling,0.0,0.0,,False,False,False,False,False,"sapling, potted, birch"
Potted Spruce Sapling,0.0,0.0,,False,False,False,False,False,"potted, spruce, sapling"
Potted Jungle Sapling,0.0,0.0,,False,False,False,False,False,"jungle, potted, sapling"
Potted Dark Oak Sapling,0.0,0.0,,False,False,False,False,False,"potted, sapling, oak, dark"
Potted Acacia Sapling,0.0,0.0,,False,False,False,False,False,"potted, sapling, acacia"
Potted Mangrove Propagule,0.0,0.0,,False,False,False,False,False,"potted, propagule, mangrove"
Potted Cherry Sapling,0.0,0.0,,False,False,False,False,False,"potted, sapling, cherry"
Potted Fern,0.0,0.0,,False,False,False,False,False,"potted, fern"
Potted Dead Bush,0.0,0.0,,False,False,False,False,False,"potted, dead, bush"
Potted Cactus,0.0,0.0,,False,False,False,False,False,"potted, cactus"
Potted Bamboo,0.0,0.0,,False,False,False,False,False,"potted, bamboo"
Potted Azalea Bush,0.0,0.0,,False,False,False,False,False,"potted, azalea, bush"
Potted Flowering Azalea Bush,0.0,0.0,,False,False,False,False,False,"potted, azalea, flowering, bush"
Potted Torchflower,0.0,0.0,,False,False,False,False,False,"potted, torchflower"
Potted Red Mushroon,0.0,0.0,,False,False,False,False,False,"potted, mushroon, red"
Potted Brown Mushroon,0.0,0.0,,False,False,False,False,False,"potted, mushroon, brown"
Potted Warped Fungus,0.0,0.0,,False,False,False,False,False,"potted, fungus, warped"
Potted Crimson Fungus,0.0,0.0,,False,False,False,False,False,"potted, fungus, crimson"
Potted Warped Roots,0.0,0.0,,False,False,False,False,False,"potted, roots, warped"
Potted Crimson Roots,0.0,0.0,,False,False,False,False,False,"potted, roots, crimson"
Decorated Pot,0.0,0.0,,False,False,False,False,True,"pot, decorated"
Ladder,0.4,0.4,Axe,False,False,False,False,True,ladder
Scaffolding,0.0,0.0,,False,True,True,True,True,scaffolding
Iron Bars,6.0,5.0,Pickaxe,False,False,False,False,True,"bars, iron"
Chain,6.0,5.0,Pickaxe,False,False,False,False,True,chain
Cobweb,4.0,4.0,Sword,False,False,False,False,False,cobweb
Beacon,3.0,3.0,,True,False,False,False,False,beacon
Conduit,3.0,3.0,Pickaxe,False,False,False,False,True,conduit
End Rod,0.0,0.0,,False,False,False,False,True,"rod, end"
Torch,0.0,0.0,,False,False,False,False,True,torch
Wall Torch,0.0,0.0,,False,False,False,False,True,"wall, torch"
Soul Torch,0.0,0.0,,False,False,False,False,True,"soul, torch"
Soul Wall Torch,0.0,0.0,,False,False,False,False,True,"soul, wall, torch"
Lantern,3.5,3.5,Pickaxe,False,False,False,False,True,lantern
Soul Lantern,3.5,3.5,Pickaxe,False,False,False,False,True,"soul, lantern"
Campfire,2.0,2.0,Axe,False,False,False,True,True,campfire
Soul Campfire,2.0,2.0,Axe,False,False,False,True,True,"soul, campfire"
Redstone Torch,0.0,0.0,,False,False,False,False,True,"solid, block, rock, torch, redstone, gray"
Redstone Wall Torch,0.0,0.0,,False,False,False,False,True,"solid, block, rock, wall, redstone, torch, gray"
Redstone Repeater,0.0,0.0,,False,False,False,False,True,"solid, repeater, block, rock, redstone, gray"
Redstone Comparator,0.0,0.0,,False,False,False,False,True,"solid, block, comparator, rock, redstone, gray"
Lever,0.5,0.5,,False,False,False,False,True,lever
Hopper,4.8,3.0,Pickaxe,False,False,False,False,True,hopper
Observer,3.0,3.0,Pickaxe,True,False,False,False,True,observer
Dispenser,3.5,3.5,Pickaxe,True,False,False,False,True,dispenser
Dropper,3.5,3.5,Pickaxe,True,False,False,False,True,dropper
Crafter,3.5,1.5,Pickaxe,True,False,False,False,True,crafter
Piston,0.5,1.5,Pickaxe,True,False,False,False,True,piston
Sticky Piston,0.5,1.5,Pickaxe,True,False,False,False,True,"piston, sticky"
Piston Head,0.5,1.5,Pickaxe,False,False,False,False,True,"head, piston"
Moving Piston,0.0,0.0,,False,False,False,False,True,"moving, piston"
Note Block,0.8,0.8,Axe,True,False,False,True,True,"block, note"
TNT,0.0,0.0,,True,False,True,True,True,tnt
Redstone Lamp,0.3,0.3,,True,False,False,False,True,"solid, block, rock, lamp, redstone, gray"
Daylight Detector,0.2,0.2,Axe,False,False,False,True,True,"detector, daylight"
Tripwire Hook,0.0,0.0,,False,False,False,False,True,"hook, tripwire"
Tripwire,0.0,0.0,,False,False,False,False,True,tripwire
Lightning Rod,6.0,3.0,Pickaxe,False,False,False,False,True,"rod, lightning"
Target,0.5,0.5,Hoe,True,False,True,True,True,target
Rail,0.7,0.7,Pickaxe,False,False,False,False,True,rail
Powered Rail,0.7,0.7,Pickaxe,False,False,False,False,True,"rail, powered"
Detector Rail,0.7,0.7,Pickaxe,False,False,False,False,True,"detector, rail"
Activator Rail,0.7,0.7,Pickaxe,False,False,False,False,True,"activator, rail"
Sculk Vein,0.2,0.2,Hoe,False,False,False,False,True,"vein, sculk"
Sculk,0.2,0.2,Hoe,True,False,False,False,False,sculk
Sculk Sensor,1.5,1.5,Hoe,False,False,False,False,True,"sensor, sculk"
Calibrated Sculk Sensor,1.5,1.5,Hoe,False,False,False,False,True,"calibrated, sensor, sculk"
Sculk Catalyst,3.0,3.0,Hoe,True,False,False,False,True,"catalyst, sculk"
Sculk Shrieker,3.0,3.0,Hoe,False,False,False,False,True,"shrieker, sculk"
Red Mushroom,0.0,0.0,,False,False,False,False,False,"mushroom, red"
Brown Mushroom,0.0,0.0,,False,False,False,False,False,"mushroom, brown"
Red Mushroom Block,0.2,0.2,Axe,True,False,False,True,True,"mushroom, red, block"
Brown Mushroom Block,0.2,0.2,Axe,True,False,False,True,True,"mushroom, brown, block"
Mushroom Stem,0.2,0.2,Axe,True,False,False,True,True,"mushroom, stem"
Oak Sapling,0.0,0.0,,False,False,False,False,True,"sapling, oak"
Birch Sapling,0.0,0.0,,False,False,False,False,True,"sapling, birch"
Spruce Sapling,0.0,0.0,,False,False,False,False,True,"spruce, sapling"
Jungle Sapling,0.0,0.0,,False,False,False,False,True,"jungle, sapling"
Dark Oak Sapling,0.0,0.0,,False,False,False,False,True,"sapling, oak, dark"
Acacia Sapling,0.0,0.0,,False,False,False,False,True,"sapling, acacia"
Mangrove Propagule,0.0,0.0,,False,False,False,False,True,"propagule, mangrove"
Cherry Sapling,0.0,0.0,,False,False,False,False,True,"sapling, cherry"
Oak Leaves,0.2,0.2,Shears/Hoe/Sword,False,False,True,True,True,"oak, leaves"
Birch Leaves,0.2,0.2,Shears/Hoe/Sword,False,False,True,True,True,"birch, leaves"
Spruce Leaves,0.2,0.2,Shears/Hoe/Sword,False,False,True,True,True,"spruce, leaves"
Jungle Leaves,0.2,0.2,Shears/Hoe/Sword,False,False,True,True,True,"jungle, leaves"
Dark Oak Leaves,0.2,0.2,Shears/Hoe/Sword,False,False,True,True,True,"oak, leaves, dark"
Acacia Leaves,0.2,0.2,Shears/Hoe/Sword,False,False,True,True,True,"leaves, acacia"
Mangrove Leaves,0.2,0.2,Shears/Hoe/Sword,False,False,True,True,True,"leaves, mangrove"
Cherry Leaves,0.2,0.2,Shears/Hoe/Sword,False,False,True,True,True,"leaves, cherry"
Azalea Leaves,0.2,0.2,Shears/Hoe/Sword,False,False,True,True,True,"azalea, leaves"
Flowering Azalea Leaves,0.2,0.2,Shears/Hoe/Sword,False,False,True,True,True,"azalea, flowering, leaves"
Dandelion,0.0,0.0,,False,False,True,True,False,dandelion
Poppy,0.0,0.0,,False,False,True,True,False,poppy
Blue Orchid,0.0,0.0,,False,False,True,True,False,"blue, orchid"
Allium,0.0,0.0,,False,False,True,True,False,allium
Azure Bluet,0.0,0.0,,False,False,True,True,False,"azure, bluet"
Red Tulip,0.0,0.0,,False,False,True,True,False,"red, tulip"
Orange Tulip,0.0,0.0,,False,False,True,True,False,"orange, tulip"
White Tulip,0.0,0.0,,False,False,True,True,False,"white, tulip"
Pink Tulip,0.0,0.0,,False,False,True,True,False,"pink, tulip"
Oxeye Daisy,0.0,0.0,,False,False,True,True,False,"daisy, oxeye"
Cornflower,0.0,0.0,,False,False,True,True,False,cornflower
Lily Of The Valley,0.0,0.0,,False,False,True,True,False,"lily, the, of, valley"
Wither Rose,0.0,0.0,,False,False,True,True,False,"wither, rose"
Sunflower,0.0,0.0,,False,False,True,True,True,sunflower
Peony,0.0,0.0,,False,False,True,True,True,peony
Lilac,0.0,0.0,,False,False,True,True,True,lilac
Rose Bush,0.0,0.0,,False,False,True,True,True,"bush, rose"
Pink Petals,0.0,0.0,,False,False,True,False,True,"pink, petals"
Short Grass,0.0,0.0,,False,False,True,True,False,"short, grass, block, green, plant, natural"
Tall Grass,0.0,0.0,,False,False,True,True,True,"grass, tall, block, green, plant, natural"
Fern,0.0,0.0,,False,False,True,True,False,fern
Large Fern,0.0,0.0,,False,False,True,True,True,"fern, large"
Vines,0.2,0.2,Shears/Axe,False,False,True,True,True,vines
Lily Pad,0.0,0.0,,False,False,False,False,False,"lily, pad"
Dead Bush,0.0,0.0,,False,False,True,True,False,"dead, bush"
Cactus,0.4,0.4,,False,False,False,False,True,cactus
Sugarcane,0.0,0.0,,False,False,False,False,True,sugarcane
Bamboo,1.0,1.0,Sword/Axe,False,False,True,True,True,bamboo
Bamboo Shoot,0.0,0.0,,False,False,False,True,False,"bamboo, shoot"
Sweet Berry Bush,0.0,0.0,,False,False,True,True,True,"sweet, berry, bush"
Cave Vines,0.0,0.0,,False,False,True,False,True,"cave, vines"
Cave Vines Plant,0.0,0.0,,False,False,True,False,True,"cave, plant, vines"
Moss Block,0.1,0.1,Hoe,True,False,False,False,False,"moss, block"
Moss Carpet,0.1,0.1,,False,False,False,False,False,"moss, carpet"
Small Dripleaf,0.0,0.0,,False,False,True,True,True,"small, dripleaf"
Big Dripleaf,0.1,0.1,Axe,False,False,True,True,True,"big, dripleaf"
Big Dripleaf Stem,0.1,0.1,Axe,False,False,True,True,True,"big, stem, dripleaf"
Azalea,0.0,0.0,,False,False,True,True,False,azalea
Flowering Azalea,0.0,0.0,,False,False,True,True,False,"azalea, flowering"
Spore Blossom,0.0,0.0,,False,False,True,True,False,"spore, blossom"
Hanging Roots,0.0,0.0,,False,False,True,True,False,"hanging, roots"
Mangrove Roots,0.7,0.7,Axe,False,False,True,True,True,"roots, mangrove"
Muddy Mangrove Roots,0.7,0.7,Shovel,True,False,False,False,True,"mangrove, roots, muddy"
Glow Lichen,0.2,0.2,Axe/Shears/Sword,False,False,False,False,True,"glow, lichen"
Seagrass,0.0,0.0,,False,False,False,False,False,"block, green, seagrass, plant, natural"
Tall Seagrass,0.0,0.0,,False,False,False,False,True,"tall, block, green, seagrass, plant, natural"
Sea Pickle,0.0,0.0,,False,False,False,False,True,"pickle, sea"
Kelp,0.0,0.0,,False,False,False,False,True,kelp
Kelp Plant,0.0,0.0,,False,False,False,False,False,"kelp, plant"
Dried Kelp Block,2.5,0.5,Hoe,True,False,True,True,False,"kelp, dried, block"
Tube Coral Block,6.0,1.5,Pickaxe,True,False,False,False,False,"tube, coral, block"
Brain Coral Block,6.0,1.5,Pickaxe,True,False,False,False,False,"block, brain, coral"
Bubble Coral Block,6.0,1.5,Pickaxe,True,False,False,False,False,"bubble, block, coral"
Fire Coral Block,6.0,1.5,Pickaxe,True,False,False,False,False,"block, fire, coral"
Horn Coral Block,6.0,1.5,Pickaxe,True,False,False,False,False,"horn, coral, block"
