Item Properties_Item Name,Item Properties_Can Have Enchantments,Item Properties_Used In Crafting,Item Properties_Obtainable From Crafting,"Item Properties_Has A Unique ""Use"" Function",Can Be Cooked_Furnace,Can Be Cooked_Smoker/Campfire,Can Be Cooked_Blast Furnace,Rarity_Common,Rarity_Uncommon,Rarity_Rare,Rarity_Epic,Keywords
Redstone Comparator,False,False,False,True,False,False,False,True,True,False,False,"gray, rock, redstone, solid, comparator"
Lever,False,False,False,True,False,False,False,True,True,False,False,lever
Hopper,False,False,True,True,False,False,False,True,True,False,False,hopper
Observer,False,False,False,True,False,False,False,True,True,False,False,observer
Dispenser,False,False,False,True,False,False,False,True,True,False,False,dispenser
Dropper,False,False,False,True,False,False,False,True,True,False,False,dropper
Crafter,False,False,False,True,False,False,False,True,True,False,False,crafter
Piston,False,False,True,True,False,False,False,True,True,False,False,piston
Sticky Piston,False,False,False,True,False,False,False,True,True,False,False,"piston, sticky"
Note Block,False,False,False,True,False,False,False,True,True,False,False,"note, block"
TNT,False,False,True,True,False,False,False,True,True,False,False,tnt
Redstone Lamp,False,False,False,True,False,False,False,True,True,False,False,"lamp, gray, rock, redstone, solid"
Daylight Detector,False,False,False,True,False,False,False,True,True,False,False,"detector, daylight"
Tripwire Hook,False,False,True,True,False,False,False,True,True,False,False,"hook, tripwire"
Lightning Rod,False,False,False,True,False,False,False,True,True,False,False,"lightning, rod"
Target,False,False,False,True,False,False,False,True,True,False,False,target
Rail,False,False,False,True,False,False,False,True,True,False,False,rail
Powered Rail,False,False,False,True,False,False,False,True,True,False,False,"rail, powered"
Detector Rail,False,False,False,True,False,False,False,True,True,False,False,"rail, detector"
Activator Rail,False,False,False,True,False,False,False,True,True,False,False,"activator, rail"
Minecart,False,False,True,True,False,False,False,True,True,False,False,minecart
Minecart With Chest,False,False,False,True,False,False,False,True,True,False,False,"with, chest, minecart"
Minecart With Hopper,False,False,False,True,False,False,False,True,True,False,False,"with, hopper, minecart"
Minecart With TNT,False,False,False,True,False,False,False,True,True,False,False,"with, tnt, minecart"
Minecart With Furnace,False,False,False,True,False,False,False,True,True,False,False,"furnace, with, minecart"
Minecart With Command Block,False,False,False,False,False,False,False,True,False,False,False,"with, command, block, minecart"
Sculk Vein,False,False,False,False,False,False,False,True,True,False,False,"sculk, vein"
Sculk,False,False,False,False,False,False,False,True,True,False,False,sculk
Sculk Sensor,False,False,False,False,False,False,False,True,True,False,False,"sculk, sensor"
Calibrated Sculk Sensor,False,False,False,True,False,False,False,True,True,False,False,"sculk, sensor, calibrated"
Sculk Catalyst,False,False,False,False,False,False,False,True,True,False,False,"sculk, catalyst"
Sculk Shrieker,False,False,False,False,False,False,False,True,True,False,False,"sculk, shrieker"
Red Mushroom,False,False,True,False,False,False,False,True,True,False,False,"red, mushroom"
Brown Mushroom,False,False,True,False,False,False,False,True,True,False,False,"brown, mushroom"
Red Mushroom Block,False,False,False,False,False,False,False,True,True,False,False,"red, block, mushroom"
Brown Mushroom Block,False,False,False,False,False,False,False,True,True,False,False,"brown, block, mushroom"
Mushroom Stem,False,False,False,False,False,False,False,True,True,False,False,"stem, mushroom"
Oak Sapling,True,False,False,False,False,False,False,True,True,False,False,"oak, sapling"
Birch Sapling,True,False,False,False,False,False,False,True,True,False,False,"sapling, birch"
Spruce Sapling,True,False,False,False,False,False,False,True,True,False,False,"spruce, sapling"
Jungle Sapling,True,False,False,False,False,False,False,True,True,False,False,"jungle, sapling"
Dark Oak Sapling,True,False,False,False,False,False,False,True,True,False,False,"dark, oak, sapling"
Acacia Sapling,True,False,False,False,False,False,False,True,True,False,False,"acacia, sapling"
Mangrove Propagule,False,False,False,False,False,False,False,True,True,False,False,"mangrove, propagule"
Cherry Sapling,True,False,False,False,False,False,False,True,True,False,False,"cherry, sapling"
Oak Leaves,True,False,False,False,False,False,False,True,True,False,False,"leaves, oak"
Birch Leaves,True,False,False,False,False,False,False,True,True,False,False,"leaves, birch"
Spruce Leaves,True,False,False,False,False,False,False,True,True,False,False,"spruce, leaves"
Jungle Leaves,True,False,False,False,False,False,False,True,True,False,False,"jungle, leaves"
Dark Oak Leaves,True,False,False,False,False,False,False,True,True,False,False,"leaves, dark, oak"
Acacia Leaves,True,False,False,False,False,False,False,True,True,False,False,"acacia, leaves"
Mangrove Leaves,True,False,False,False,False,False,False,True,True,False,False,"mangrove, leaves"
Cherry Leaves,True,False,False,False,False,False,False,True,True,False,False,"cherry, leaves"
Azalea Leaves,True,False,False,False,False,False,False,True,True,False,False,"azalea, leaves"
Flowering Azalea Leaves,True,False,False,False,False,False,False,True,True,False,False,"azalea, leaves, flowering"
Dandelion,False,False,True,False,False,False,False,True,True,False,False,dandelion
Poppy,False,False,True,False,False,False,False,True,True,False,False,poppy
Blue Orchid,False,False,True,False,False,False,False,True,True,False,False,"blue, orchid"
Allium,False,False,True,False,False,False,False,True,True,False,False,allium
Azure Bluet,False,False,True,False,False,False,False,True,True,False,False,"bluet, azure"
Red Tulip,False,False,True,False,False,False,False,True,True,False,False,"red, tulip"
Orange Tulip,False,False,True,False,False,False,False,True,True,False,False,"orange, tulip"
White Tulip,False,False,True,False,False,False,False,True,True,False,False,"tulip, white"
Pink Tulip,False,False,True,False,False,False,False,True,True,False,False,"tulip, pink"
Oxeye Daisy,False,False,True,False,False,False,False,True,True,False,False,"daisy, oxeye"
Cornflower,False,False,True,False,False,False,False,True,True,False,False,cornflower
Lily Of The Valley,False,False,True,False,False,False,False,True,True,False,False,"valley, of, lily, the"
Wither Rose,False,False,True,False,False,False,False,True,True,False,False,"rose, wither"
Sunflower,False,False,True,False,False,False,False,True,True,False,False,sunflower
Peony,False,False,True,False,False,False,False,True,True,False,False,peony
Lilac,False,False,True,False,False,False,False,True,True,False,False,lilac
Rose Bush,False,False,True,False,False,False,False,True,True,False,False,"rose, bush"
Pink Petals,False,False,True,False,False,False,False,True,True,False,False,"pink, petals"
Short Grass,True,False,False,False,False,False,False,True,True,False,False,"green, natural, grass, plant, short"
Tall Grass,False,False,False,False,False,False,False,True,True,False,False,"green, tall, natural, grass, plant"
Fern,True,False,False,False,False,False,False,True,True,False,False,fern
Large Fern,False,False,False,False,False,False,False,True,True,False,False,"fern, large"
Vines,True,False,True,False,False,False,False,True,True,False,False,vines
Lily Pad,True,False,False,False,False,False,False,True,True,False,False,"pad, lily"
Dead Bush,False,False,False,False,False,False,False,True,True,False,False,"bush, dead"
Cactus,False,False,False,False,True,False,False,True,True,False,False,cactus
Sugarcane,False,False,True,False,False,False,False,True,True,False,False,sugarcane
Bamboo,False,False,True,False,False,False,False,True,True,False,False,bamboo
Sweet Berries,False,False,False,False,False,False,False,True,True,False,False,"sweet, berries"
Glow Berries,False,False,False,False,False,False,False,True,True,False,False,"berries, glow"
Moss Block,False,False,True,False,False,False,False,True,True,False,False,"moss, block"
Moss Carpet,False,False,False,False,False,False,False,True,True,False,False,"carpet, moss"
Small Dripleaf,False,False,False,False,False,False,False,True,True,False,False,"small, dripleaf"
Big Dripleaf,True,False,False,False,False,False,False,True,True,False,False,"dripleaf, big"
Azalea,False,False,False,False,False,False,False,True,True,False,False,azalea
Flowering Azalea,False,False,False,False,False,False,False,True,True,False,False,"azalea, flowering"
Spore Blossom,False,False,False,False,False,False,False,True,True,False,False,"spore, blossom"
Hanging Roots,False,False,False,False,False,False,False,True,True,False,False,"hanging, roots"
Mangrove Roots,True,False,True,False,False,False,False,True,True,False,False,"mangrove, roots"
Muddy Mangrove Roots,True,False,False,True,False,False,False,True,True,False,False,"mangrove, roots, muddy"
Glow Lichen,True,False,False,False,False,False,False,True,True,False,False,"glow, lichen"
Seagrass,True,False,False,False,False,False,False,True,True,False,False,"green, natural, seagrass, plant"
Sea Pickle,False,False,False,False,True,False,False,True,True,False,False,"sea, pickle"
Kelp,False,False,False,False,True,True,False,True,True,False,False,kelp
Dried Kelp,False,False,True,False,False,False,False,True,True,False,False,"kelp, dried"
Dried Kelp Block,False,False,True,True,False,False,False,True,True,False,False,"block, kelp, dried"
Tube Coral Block,False,False,False,False,False,False,False,True,True,False,False,"tube, block, coral"
Brain Coral Block,False,False,False,False,False,False,False,True,True,False,False,"brain, block, coral"
Bubble Coral Block,False,False,False,False,False,False,False,True,True,False,False,"block, coral, bubble"
Fire Coral Block,False,False,False,False,False,False,False,True,True,False,False,"block, coral, fire"
Horn Coral Block,False,False,False,False,False,False,False,True,True,False,False,"block, horn, coral"
Dead Tube Coral Block,False,False,False,False,False,False,False,True,True,False,False,"tube, block, coral, dead"
Dead Brain Coral Block,False,False,False,False,False,False,False,True,True,False,False,"brain, block, coral, dead"
Dead Bubble Coral Block,False,False,False,False,False,False,False,True,True,False,False,"bubble, block, coral, dead"
Dead Fire Coral Block,False,False,False,False,False,False,False,True,True,False,False,"block, coral, dead, fire"
Dead Horn Coral Block,False,False,False,False,False,False,False,True,True,False,False,"block, horn, coral, dead"
Tube Coral,True,False,False,False,False,False,False,True,True,False,False,"tube, coral"
Brain Coral,True,False,False,False,False,False,False,True,True,False,False,"brain, coral"
Bubble Coral,True,False,False,False,False,False,False,True,True,False,False,"coral, bubble"
Fire Coral,True,False,False,False,False,False,False,True,True,False,False,"coral, fire"
Horn Coral,True,False,False,False,False,False,False,True,True,False,False,"horn, coral"
Dead Tube Coral,True,False,False,False,False,False,False,True,True,False,False,"tube, coral, dead"
Dead Brain Coral,True,False,False,False,False,False,False,True,True,False,False,"brain, coral, dead"
Dead Bubble Coral,True,False,False,False,False,False,False,True,True,False,False,"bubble, coral, dead"
Dead Fire Coral,True,False,False,False,False,False,False,True,True,False,False,"coral, dead, fire"
Dead Horn Coral,True,False,False,False,False,False,False,True,True,False,False,"horn, coral, dead"
Tube Coral Fan,True,False,False,False,False,False,False,True,True,False,False,"fan, tube, coral"
Brain Coral Fan,True,False,False,False,False,False,False,True,True,False,False,"brain, fan, coral"
Bubble Coral Fan,True,False,False,False,False,False,False,True,True,False,False,"fan, coral, bubble"
Fire Coral Fan,True,False,False,False,False,False,False,True,True,False,False,"fan, coral, fire"
Horn Coral Fan,True,False,False,False,False,False,False,True,True,False,False,"fan, horn, coral"
Dead Tube Coral Fan,True,False,False,False,False,False,False,True,True,False,False,"fan, tube, coral, dead"
Dead Brain Coral Fan,True,False,False,False,False,False,False,True,True,False,False,"brain, fan, coral, dead"
Dead Bubble Coral Fan,True,False,False,False,False,False,False,True,True,False,False,"fan, bubble, coral, dead"
Dead Fire Coral Fan,True,False,False,False,False,False,False,True,True,False,False,"fan, coral, dead, fire"
Dead Horn Coral Fan,True,False,False,False,False,False,False,True,True,False,False,"fan, horn, coral, dead"
Torchflower Seeds,False,False,False,False,False,False,False,True,True,False,False,"torchflower, seeds"
Torchflower,False,False,True,False,False,False,False,True,True,False,False,torchflower
Pitcher Pod,False,False,False,False,False,False,False,True,True,False,False,"pitcher, pod"
Pitcher Plant,False,False,True,False,False,False,False,True,True,False,False,"plant, pitcher"
Wheat Seeds,False,False,False,False,False,False,False,True,True,False,False,"wheat, seeds"
Wheat,False,False,True,False,False,False,False,True,True,False,False,wheat
Hay Bale,False,False,True,True,False,False,False,True,True,False,False,"hay, bale"
Beetroot Seeds,False,False,False,False,False,False,False,True,True,False,False,"seeds, beetroot"
Beetroot,False,False,True,False,False,False,False,True,True,False,False,beetroot
Carrot,False,False,True,False,False,False,False,True,True,False,False,carrot
Golden Carrot,False,False,False,True,False,False,False,True,True,False,False,"yellow, carrot, golden"
Potato,False,False,False,False,True,True,False,True,True,False,False,potato
Baked Potato,False,False,True,False,False,False,False,True,True,False,False,"baked, potato"
Poisonous Potato,False,False,False,False,False,False,False,True,True,False,False,"poisonous, potato"
Pumpkin Seeds,False,False,False,True,False,False,False,True,True,False,False,"pumpkin, seeds"
Pumpkin,False,False,True,False,False,False,False,True,True,False,False,pumpkin
Carved Pumpkin,True,True,True,False,False,False,False,True,True,False,False,"pumpkin, carved"
Jack O' Lantern,True,False,False,True,False,False,False,True,True,False,False,"jack, o', lantern"
Melon Seeds,False,False,False,True,False,False,False,True,True,False,False,"melon, seeds"
Melon,False,False,False,True,False,False,False,True,True,False,False,melon
Melon Slice,False,False,True,False,False,False,False,True,True,False,False,"melon, slice"
Glistering Melon Slice,False,False,False,True,False,False,False,False,True,False,False,"glistering, melon, slice"
Cocoa Beans,True,False,True,False,False,False,False,True,True,False,False,"cocoa, beans"
Apple,True,False,True,False,False,False,False,True,True,False,False,apple
Golden Apple,False,False,False,True,False,False,False,True,True,False,False,"yellow, apple, golden"
Enchanted Golden Apple,False,False,True,False,False,False,False,True,False,False,True,"yellow, apple, golden, enchanted"
Bread,False,False,False,True,False,False,False,True,True,False,False,bread
Pumpkin Pie,False,False,False,True,False,False,False,True,True,False,False,"pumpkin, pie"
Cookie,False,False,False,True,False,False,False,True,True,False,False,cookie
Cake,True,False,False,True,False,False,False,True,True,False,False,cake
Raw Rabbit,False,False,False,False,True,True,False,True,True,False,False,"rabbit, raw"
Cooked Rabbit,False,False,True,False,False,False,False,True,True,False,False,"rabbit, cooked"
Raw Mutton,False,False,False,False,True,True,False,True,True,False,False,"raw, mutton"
Cooked Mutton,False,False,False,False,False,False,False,True,True,False,False,"cooked, mutton"
Raw Chicken,False,False,False,False,True,True,False,True,True,False,False,"chicken, raw"
Cooked Chicken,False,False,False,False,False,False,False,True,True,False,False,"chicken, cooked"
Raw Porkchop,False,False,False,False,True,True,False,True,True,False,False,"raw, porkchop"
Cooked Porkchop,False,False,False,False,False,False,False,True,True,False,False,"porkchop, cooked"
Raw Beef,False,False,False,False,True,True,False,True,True,False,False,"raw, beef"
Steak,False,False,False,False,False,False,False,True,True,False,False,steak
Raw Cod,False,False,False,False,True,True,False,True,True,False,False,"raw, cod"
Cooked Cod,False,False,False,False,False,False,False,True,True,False,False,"cod, cooked"
Raw Salmon,False,False,False,False,True,True,False,True,True,False,False,"raw, salmon"
Cooked Salmon,False,False,False,False,False,False,False,True,True,False,False,"salmon, cooked"
Tropical Fish,False,False,False,False,False,False,False,True,True,False,False,"fish, tropical"
Pufferfish,False,False,False,False,False,False,False,True,True,False,False,pufferfish
Bowl,False,False,True,True,False,False,False,True,True,False,False,bowl
Mushroom Stew,False,False,False,True,False,False,False,True,True,False,False,"stew, mushroom"
Rabbit Stew,False,False,False,True,False,False,False,True,True,False,False,"rabbit, stew"
Beetroot Soup,False,False,False,True,False,False,False,True,True,False,False,"beetroot, soup"
Suspicious Stew,False,False,False,False,False,False,False,True,True,False,False,"stew, suspicious"
Suspicious Stew (Blindness),False,False,False,True,False,False,False,True,True,False,False,"stew, suspicious, (blindness)"
Suspicious Stew (Fire Resistance),False,False,False,True,False,False,False,True,True,False,False,"stew, (fire, suspicious, resistance)"
Suspicious Stew (Jump Boost),False,False,False,True,False,False,False,True,True,False,False,"stew, boost), suspicious, (jump"
Suspicious Stew (Night Vision),False,False,False,True,False,False,False,True,True,False,False,"stew, vision), suspicious, (night"
Suspicious Stew (Poison),False,False,False,True,False,False,False,True,True,False,False,"stew, (poison), suspicious"
Suspicious Stew (Regeneration),False,False,False,True,False,False,False,True,True,False,False,"stew, suspicious, (regeneration)"
Suspicious Stew (Saturation),False,False,False,True,False,False,False,True,True,False,False,"stew, (saturation), suspicious"
Suspicious Stew (Weakness),False,False,False,True,False,False,False,True,True,False,False,"stew, suspicious, (weakness)"
Suspicious Stew (Wither),False,False,False,True,False,False,False,True,True,False,False,"stew, (wither), suspicious"
Leather,False,False,True,True,False,False,False,False,True,False,False,leather
Rabbit Hide,False,False,True,False,False,False,False,False,True,False,False,"rabbit, hide"
Rabbit's Foot,False,False,False,False,False,False,False,False,True,False,False,"foot, rabbit's"
Ink Sac,False,False,True,False,False,False,False,False,True,False,False,"ink, sac"
Glow Ink Sac,False,False,True,False,False,False,False,False,True,False,False,"ink, glow, sac"
Feather,False,False,True,False,False,False,False,False,True,False,False,feather
Egg,False,False,True,False,False,False,False,True,True,False,False,egg
Frogspawn,True,False,False,False,False,False,False,True,True,False,False,frogspawn
Armadillo Scute,False,False,True,False,False,False,False,True,True,False,False,"armadillo, scute"
Scute,True,False,True,False,False,False,False,False,True,False,False,scute
Turtle Egg,True,False,False,False,False,False,False,True,True,False,False,"egg, turtle"
Sniffer Egg,True,False,False,False,False,False,False,True,False,True,False,"egg, sniffer"
Honey Bottle,False,False,True,True,False,False,False,True,True,False,False,"honey, bottle"
Honey Block,False,False,True,True,False,False,False,True,True,False,False,"honey, block"
Honeycomb,False,False,True,False,False,False,False,True,True,False,False,honeycomb
Honeycomb Block,False,False,False,True,False,False,False,True,True,False,False,"block, honeycomb"
Slime Ball,False,False,True,True,False,False,False,True,True,False,False,"ball, slime"
Slime Block,False,False,True,True,False,False,False,True,True,False,False,"block, slime"
Pearlescent Froglight,False,False,False,False,False,False,False,True,True,False,False,"froglight, pearlescent"
Verdant Froglight,False,False,False,False,False,False,False,True,True,False,False,"verdant, froglight"
Ochre Froglight,False,False,False,False,False,False,False,True,True,False,False,"ochre, froglight"
String,False,False,True,False,False,False,False,True,True,False,False,string
Rotten Flesh,False,False,False,False,False,False,False,True,True,False,False,"rotten, flesh"
Arrow,False,False,True,True,False,False,False,False,True,False,False,arrow
Uncraftable Tipped Arrow,False,False,False,True,False,False,False,False,True,False,False,"tipped, arrow, uncraftable"
Arrow Of Splashing,True,False,False,True,False,False,False,False,True,False,False,"of, arrow, splashing"
Tipped Arrow (Awkward),True,False,False,True,False,False,False,False,True,False,False,"tipped, arrow, (awkward)"
Tipped Arrow (Mundane),True,False,False,True,False,False,False,False,True,False,False,"tipped, arrow, (mundane)"
Tipped Arrow (Thick),True,False,False,True,False,False,False,False,True,False,False,"tipped, arrow, (thick)"
Arrow Of Healing,True,False,False,True,False,False,False,False,True,False,False,"of, arrow, healing"
Arrow Of Healing (Strong),True,False,False,True,False,False,False,False,True,False,False,"of, arrow, healing, (strong)"
Arrow Of Regeneration,True,False,False,True,False,False,False,False,True,False,False,"of, arrow, regeneration"
Arrow Of Regeneration (Long),True,False,False,True,False,False,False,False,True,False,False,"of, (long), arrow, regeneration"
Arrow Of Regeneration (Strong),True,False,False,True,False,False,False,False,True,False,False,"of, arrow, regeneration, (strong)"
Arrow Of Strength,True,False,False,True,False,False,False,False,True,False,False,"of, strength, arrow"
Arrow Of Strength (Long),True,False,False,True,False,False,False,False,True,False,False,"of, strength, arrow, (long)"
Arrow Of Strength (Strong),True,False,False,True,False,False,False,False,True,False,False,"of, strength, arrow, (strong)"
Arrow Of Swiftness,True,False,False,True,False,False,False,False,True,False,False,"of, arrow, swiftness"
Arrow Of Swiftness (Long),True,False,False,True,False,False,False,False,True,False,False,"of, (long), arrow, swiftness"
Arrow Of Swiftness (Strong),True,False,False,True,False,False,False,False,True,False,False,"of, arrow, swiftness, (strong)"
Arrow Of Leaping,True,False,False,True,False,False,False,False,True,False,False,"of, arrow, leaping"
Arrow Of Leaping (Long),True,False,False,True,False,False,False,False,True,False,False,"of, (long), arrow, leaping"
Arrow Of Leaping (Strong),True,False,False,True,False,False,False,False,True,False,False,"of, arrow, leaping, (strong)"
Arrow Of Luck,False,False,False,False,False,False,False,False,True,False,False,"of, arrow, luck"
Arrow Of Night Vision,True,False,False,True,False,False,False,False,True,False,False,"vision, of, arrow, night"
Arrow Of Night Vision (Long),True,False,False,True,False,False,False,False,True,False,False,"arrow, of, (long), night, vision"
Arrow Of Invisibility,True,False,False,True,False,False,False,False,True,False,False,"of, arrow, invisibility"
Arrow Of Invisibility (Long),True,False,False,True,False,False,False,False,True,False,False,"of, (long), arrow, invisibility"
Arrow Of Water Breathing,True,False,False,True,False,False,False,False,True,False,False,"breathing, of, arrow, water"
Arrow Of Water Breathing (Long),True,False,False,True,False,False,False,False,True,False,False,"breathing, arrow, of, (long), water"
Arrow Of Fire Resistance,True,False,False,True,False,False,False,False,True,False,False,"of, arrow, fire, resistance"
Arrow Of Fire Resistance (Long),True,False,False,True,False,False,False,False,True,False,False,"fire, resistance, arrow, of, (long)"
Arrow Of Slow Falling,True,False,False,True,False,False,False,False,True,False,False,"falling, of, arrow, slow"
Arrow Of Slow Falling (Long),True,False,False,True,False,False,False,False,True,False,False,"arrow, slow, falling, of, (long)"
Arrow Of The Turtle Master,True,False,False,True,False,False,False,False,True,False,False,"turtle, arrow, master, of, the"
Arrow Of The Turtle Master (Long),True,False,False,True,False,False,False,False,True,False,False,"turtle, arrow, master, of, (long), the"
Arrow Of The Turtle Master (Strong),True,False,False,True,False,False,False,False,True,False,False,"turtle, arrow, master, (strong), of, the"
Arrow Of Harming,True,False,False,True,False,False,False,False,True,False,False,"of, arrow, harming"
Arrow Of Harming (Strong),True,False,False,True,False,False,False,False,True,False,False,"of, arrow, harming, (strong)"
Arrow Of Poison,False,False,False,True,False,False,False,False,True,False,False,"of, arrow, poison"
Arrow Of Poison (Long),True,False,False,True,False,False,False,False,True,False,False,"of, (long), arrow, poison"
Arrow Of Poison (Strong),True,False,False,True,False,False,False,False,True,False,False,"of, arrow, (strong), poison"
Arrow Of Weakness,True,False,False,True,False,False,False,False,True,False,False,"weakness, of, arrow"
Arrow Of Weakness (Long),True,False,False,True,False,False,False,False,True,False,False,"weakness, of, (long), arrow"
Arrow Of Slowness,False,False,False,True,False,False,False,False,True,False,False,"of, arrow, slowness"
Arrow Of Slowness (Long),True,False,False,True,False,False,False,False,True,False,False,"of, (long), arrow, slowness"
Arrow Of Slowness (Strong),True,False,False,True,False,False,False,False,True,False,False,"of, arrow, (strong), slowness"
Arrow Of Infestation,True,False,False,True,False,False,False,False,True,False,False,"of, arrow, infestation"
Arrow Of Oozing,True,False,False,True,False,False,False,False,True,False,False,"oozing, of, arrow"
Arrow Of Weaving,True,False,False,True,False,False,False,False,True,False,False,"of, arrow, weaving"
Arrow Of Wind Charging,True,False,False,True,False,False,False,False,True,False,False,"of, wind, arrow, charging"
Spectral Arrow,False,False,False,True,False,False,False,False,True,False,False,"arrow, spectral"
Bone,False,False,True,False,False,False,False,False,True,False,False,bone
Bone Meal,False,False,True,True,False,False,False,True,True,False,False,"meal, bone"
Bone Block,False,False,True,True,False,False,False,True,True,False,False,"block, bone"
Gunpowder,False,False,True,False,False,False,False,False,True,False,False,gunpowder
Sugar,False,False,True,True,False,False,False,False,True,False,False,sugar
Spider Eye,False,False,True,False,False,False,False,True,True,False,False,"spider, eye"
Fermented Spider Eye,False,False,False,True,False,False,False,False,True,False,False,"fermented, spider, eye"
Ender Pearl,False,False,True,False,False,False,False,True,True,False,False,"ender, pearl"
Eye Of Ender,False,False,True,True,False,False,False,True,True,False,False,"of, ender, eye"
Blaze Rod,False,False,True,False,False,False,False,False,True,False,False,"rod, blaze"
Blaze Powder,False,False,True,True,False,False,False,False,True,False,False,"powder, blaze"
Magma Cream,False,False,True,True,False,False,False,False,True,False,False,"cream, magma"
Breeze Rod,False,False,True,False,False,False,False,False,True,False,False,"rod, breeze"
Wind Charge,False,False,False,True,False,False,False,True,True,False,False,"wind, charge"
Ghast Tear,False,False,True,False,False,False,False,False,True,False,False,"ghast, tear"
Phantom Membrane,False,False,True,False,False,False,False,False,True,False,False,"phantom, membrane"
Player Head,False,True,True,False,False,False,False,True,False,True,False,"player, head"
Wither Skeleton Skull,False,True,True,False,False,False,False,True,False,False,True,"skeleton, skull, wither"
Zombie Head,False,True,True,False,False,False,False,True,False,True,False,"head, zombie"
Skeleton Skull,False,True,True,False,False,False,False,True,False,True,False,"skeleton, skull"
Creeper Head,False,True,True,False,False,False,False,True,False,True,False,"head, creeper"
Piglin Head,False,True,True,False,False,False,False,True,False,True,False,"piglin, head"
Dragon Head,False,True,True,False,False,False,False,True,False,False,False,"dragon, head"
Dragon Egg,False,False,False,False,False,False,False,True,False,False,False,"egg, dragon"
Goat Horn,False,False,False,False,False,False,False,True,False,True,False,"goat, horn"
Goat Horn (Ponder),False,False,False,False,False,False,False,True,False,True,False,"goat, horn, (ponder)"
Goat Horn (Sing),False,False,False,False,False,False,False,True,False,True,False,"goat, (sing), horn"
Goat Horn (Seek),False,False,False,False,False,False,False,True,False,True,False,"goat, (seek), horn"
Goat Horn (Feel),False,False,False,False,False,False,False,True,False,True,False,"goat, (feel), horn"
Goat Horn (Admire),False,False,False,False,False,False,False,True,False,True,False,"goat, horn, (admire)"
Goat Horn (Call),False,False,False,False,False,False,False,True,False,True,False,"goat, (call), horn"
Goat Horn (Yearn),False,False,False,False,False,False,False,True,False,True,False,"goat, horn, (yearn)"
Goat Horn (Dream),False,False,False,False,False,False,False,True,False,True,False,"goat, (dream), horn"
Music Disc (C418 - 13),False,False,False,False,False,False,False,True,False,True,False,"music, (c418, disc, -, 13)"
Music Disc (C418 - Cat),False,False,False,False,False,False,False,True,False,True,False,"music, cat), (c418, disc, -"
Music Disc (C418 - Blocks),False,False,False,False,False,False,False,True,False,True,False,"music, (c418, disc, blocks), -"
Music Disc (C418 - Chirp),False,False,False,False,False,False,False,True,False,True,False,"music, (c418, disc, chirp), -"
Music Disc (C418 - Far),False,False,False,False,False,False,False,True,False,True,False,"music, (c418, disc, far), -"
Music Disc (C418 - Mall),False,False,False,False,False,False,False,True,False,True,False,"music, (c418, disc, mall), -"
Music Disc (C418 - Mellohi),False,False,False,False,False,False,False,True,False,True,False,"music, (c418, mellohi), disc, -"
Music Disc (C418 - Stal),False,False,False,False,False,False,False,True,False,True,False,"music, (c418, disc, stal), -"
Music Disc (C418 - Strad),False,False,False,False,False,False,False,True,False,True,False,"music, strad), (c418, disc, -"
Music Disc (C418 - Ward),False,False,False,False,False,False,False,True,False,True,False,"music, (c418, disc, ward), -"
Music Disc (C418 - 11),False,False,False,False,False,False,False,True,False,True,False,"music, (c418, disc, 11), -"
Music Disc (C418 - Wait),False,False,False,False,False,False,False,True,False,True,False,"music, (c418, disc, -, wait)"
Music Disc (Lena Raine - Pigstep),False,False,False,False,False,False,False,True,False,False,True,"pigstep), music, raine, disc, -, (lena"
Music Disc (Lena Raine - Otherside),False,False,False,False,False,False,False,True,False,False,True,"music, otherside), raine, disc, -, (lena"
Music Disc (Samuel Åberg - 5),False,False,False,True,False,False,False,True,False,True,False,"music, (samuel, åberg, disc, -, 5)"
Music Disc (Aaron Cherof - Relic),False,False,False,False,False,False,False,True,False,True,False,"music, relic), disc, (aaron, cherof, -"
Music Disc (Aaron Cherof - Precipice),False,False,False,False,False,False,False,True,False,True,False,"music, disc, (aaron, cherof, -, precipice)"
Music Disc (Lena Raine - Creator),False,False,False,False,False,False,False,True,False,False,True,"music, raine, disc, creator), -, (lena"
Music Disc (Lena Raine - Creator (Music Box)),False,False,False,False,False,False,False,True,False,True,False,"music, raine, disc, creator, (music, box)), -, (lena"
Disc Fragment,False,False,True,False,False,False,False,False,False,True,False,"fragment, disc"
Echo Shard,False,False,True,False,False,False,False,False,False,True,False,"shard, echo"
Stick,False,False,True,True,False,False,False,False,True,False,False,stick
Charcoal,False,False,True,False,False,False,False,True,True,False,False,"charcoal, coal, dark, black"
Fire Charge,False,False,True,True,False,False,False,True,True,False,False,"fire, charge"
Paper,False,False,True,True,False,False,False,False,True,False,False,paper
Book,False,True,True,True,False,False,False,True,True,False,False,book
Enchanted Book,False,True,False,False,False,False,False,True,False,True,False,"book, enchanted"
Enchanted Book (Mending),True,True,False,False,False,False,False,True,False,True,False,"book, (mending), enchanted"
Enchanted Book (Unbreaking I),True,True,False,False,False,False,False,True,False,True,False,"(unbreaking, book, i), enchanted"
Enchanted Book (Unbreaking II),True,True,False,False,False,False,False,True,False,True,False,"(unbreaking, book, ii), enchanted"
Enchanted Book (Unbreaking III),True,True,False,False,False,False,False,True,False,True,False,"(unbreaking, book, iii), enchanted"
Enchanted Book (Protection I),True,True,False,False,False,False,False,True,False,True,False,"(protection, i), book, enchanted"
